Iteration,Lambda,Deviation,step_size,Morozov,Objective_Function,Tikhonov,Time_Spent
0,0,0.1,4.0059627005771085e-05,60.000000000000014,1274966.8459401184,42.05538185624284,0.0
1,0,0.1,0.0006157183041663848,60.000000000000014,862177.7302316775,720.4589233015322,0.024547338485717773
2,0,0.1,3.904366931763341e-05,60.000000000000014,709296.9239280926,864.3452103989841,0.05558037757873535
3,0,0.1,0.0005926610839954353,60.000000000000014,576616.8381854703,2053.963978149314,0.07925748825073242
4,0,0.1,3.855913262159508e-05,60.000000000000014,493849.53875253967,2221.1794257592283,0.10199475288391113
5,0,0.1,0.0005759236347392709,60.000000000000014,423582.1558683327,3479.7552925879363,0.12552785873413086
6,0,0.1,3.831837061239052e-05,60.000000000000014,374568.53844290285,3644.6228546840066,0.14902949333190918
7,0,0.1,0.0005619187375357838,60.000000000000014,333290.6286480881,4820.00045366593,0.1729133129119873
8,0,0.1,3.821227038905537e-05,60.000000000000014,302706.7627853589,4972.960830471262,0.19562792778015137
9,0,0.1,0.0005500718471386171,60.000000000000014,276985.9278013721,6016.343300782315,0.21854281425476074
10,0,0.1,3.818525223709813e-05,60.000000000000014,257159.8532096225,6154.302488056248,0.24622297286987305
11,0,0.1,0.0005401892763579819,60.000000000000014,240442.6458086099,7058.094787449085,0.2716801166534424
12,0,0.1,3.820684441414151e-05,60.000000000000014,227171.59810539818,7180.812197449102,0.29415369033813477
13,0,0.1,0.0005321123194737983,60.000000000000014,215918.3300737214,7953.816090267591,0.31740689277648926
14,0,0.1,3.82595591395885e-05,60.000000000000014,206764.2442993315,8062.336106423211,0.34170055389404297
15,0,0.1,0.0005256538576105009,60.000000000000014,198936.7860275038,8719.08232691045,0.3651728630065918
16,0,0.1,3.8333026805946975e-05,60.000000000000014,192427.5844253098,8814.98893225568,0.3874216079711914
17,0,0.1,0.0005206115338945038,60.000000000000014,186800.18910328465,9371.107152098995,0.410933256149292
18,0,0.1,3.8420484713214934e-05,60.000000000000014,182020.31016591893,9456.151651584694,0.4345693588256836
19,0,0.1,0.0005167409981482571,60.000000000000014,177831.95612344876,9926.396554027744,0.4583914279937744
20,0,0.1,3.851728659957279e-05,60.000000000000014,174199.0483220397,10002.305497215255,0.48175883293151855
21,0,0.1,0.0005137094072036259,60.000000000000014,170966.0481914792,10399.789821216687,0.5053548812866211
22,0,0.1,3.8619607750964386e-05,60.000000000000014,168103.51564992257,10468.162481864612,0.5287497043609619
23,0,0.1,0.0005111952769456038,60.000000000000014,165513.07668762284,10804.271859257216,0.5522856712341309
24,0,0.1,3.872423918288782e-05,60.000000000000014,163173.87106238364,10866.531038456711,0.5757508277893066
25,0,0.1,0.0005088434982933191,60.000000000000014,161020.86789419068,11151.015124381362,0.5993959903717041
26,0,0.1,3.882886651736056e-05,60.000000000000014,159041.44582115323,11208.385552698343,0.6229636669158936
27,0,0.1,0.0005064076372649649,60.000000000000014,157190.19654710806,11449.60439458013,0.6450767517089844
28,0,0.1,3.893160383247824e-05,60.000000000000014,155461.35744372924,11503.112634500772,0.6685121059417725
29,0,0.1,0.0005037447263704733,60.000000000000014,153821.35812354845,11708.242580003542,0.6921119689941406
30,0,0.1,3.903136505013918e-05,60.000000000000014,152269.7927042566,11758.73099924915,0.7154319286346436
31,0,0.1,0.0005007857024725688,60.000000000000014,150780.33897759166,11933.907234283306,0.7381148338317871
32,0,0.1,3.91280720795998e-05,60.000000000000014,149356.66062785775,11982.053769229533,0.7653322219848633
33,0,0.1,0.0004975475613253379,60.000000000000014,147976.94641233972,12132.503796008015,0.7888453006744385
34,0,0.1,3.9221706074696604e-05,60.000000000000014,146647.74195714697,12178.846219510007,0.8111045360565186
35,0,0.1,0.0004940986690549732,60.000000000000014,145350.2077582571,12309.00240828977,0.834967851638794
36,0,0.1,3.931253429488654e-05,60.000000000000014,144092.75251396035,12353.965940857328,0.8585813045501709
37,0,0.1,0.0004904793762411268,60.000000000000014,142858.60530437433,12467.547817287807,0.881960391998291
38,0,0.1,3.940094431062301e-05,60.000000000000014,141657.42722311188,12511.464249380748,0.9053096771240234
39,0,0.1,0.0004867807345735754,60.000000000000014,140473.84147815086,12611.571670422189,0.9282827377319336
40,0,0.1,3.948733720927881e-05,60.000000000000014,139318.2180926336,12654.700947858688,0.9523956775665283
41,0,0.1,0.0004830336071011494,60.000000000000014,138176.3143503431,12743.903710809886,0.9757404327392578
42,0,0.1,3.957199246574748e-05,60.000000000000014,137058.83400551233,12786.448876326172,0.999401330947876
43,0,0.1,0.00047928365463090943,60.000000000000014,135952.38991387218,12866.858722640796,1.0227546691894531
44,0,0.1,3.9655115098709405e-05,60.000000000000014,134867.81396247752,12908.977639915978,1.049980640411377
45,0,0.1,0.00047555238023396884,60.000000000000014,133792.4187332861,12982.326970088507,1.0726234912872314
46,0,0.1,3.9736956020049204e-05,60.000000000000014,132737.00358812633,13024.14293297864,1.094956636428833
