0,1,2,3,4,5,6,7,8
335.41364079229373,335.3703530158898,335.33011279974164,335.2925382063121,335.2573168115525,335.2241899347027,335.1929410407844,335.1633870738204,335.1353718852736
335.4899607403675,335.44524544436854,335.40385937277915,335.36537957807815,335.3294599694806,335.2958139656076,335.2642017123004,335.2344205134485,335.2062975633564
335.5648687117136,335.51879532290315,335.476318736681,335.4369770530696,335.40039220337354,335.3662511047908,335.33429175298687,335.304292795852,335.27606560478654
335.6380160476424,335.59065402480377,335.54714234983334,335.5069822188334,335.46976526663326,335.43515330214547,335.40286333491395,335.37265633692476,335.34432868763037
335.70907256000265,335.6604913919016,335.61600013384265,335.57506511824675,335.53724935811186,335.50219094163316,335.4695870517126,335.4391819607605,335.41075788412684
335.77772643648893,335.7279956400283,335.6825803794414,335.6409141559899,335.60253302918505,335.5670527489046,335.53415182662997,335.50355880799987,335.47504256917676
335.84368415177545,335.7928732702491,335.7465896579645,335.7042360103486,335.6653230959028,335.6294457037726,335.5962648252654,335.56549424875294,335.53689033337
335.90667038416785,335.8548489855707,335.80775273820046,335.7647555502578,335.72534455624117,335.6890949576605,335.65565137318566,335.62471380034106,335.5960269008122
335.9664279375898,335.9136656129629,335.8658125084993,335.8222157575268,335.7823405124574,335.74574375608336,335.7120548785191,335.6809610499832,335.65219605188025
336.02271766879704,335.9690840305942,335.9205299040625,335.87637765420527,335.83607209854125,335.79915336618643,335.7652367595735,335.73399758248604,335.70515955097403
336.0753184197497,336.02088310021855,335.9716838393667,335.9270202350586,335.88631841275077,335.8491030093426,335.8149763774969,335.7836029129623,335.75469707928943
336.12402695509786,336.0688596046714,336.0190711456857,335.97394040512773,335.93287645521644,335.8953897988064,335.86107097398053,335.8295744245844,335.8006061726207
336.16865790474844,336.1128281904435,336.0625065136847,336.01695292235235,335.9755610706002,335.9378286824118,335.90333561399916,335.87172731136815,335.84270216418815
336.2090437114876,336.15262131531017,336.1018224410652,336.0558903452393,336.01420489579306,335.976252390304,335.9416031335793,335.90989452597915,335.8808181324844
336.24503458364154,336.1880892009967,336.1368691852436,336.0906029855611,336.04865831263857,336.01051138769066,335.97572409258214,335.94392673254936,335.91480485412774
336.2764984527584,336.21909979086456,336.1675147210485,336.1209588660697,336.07878940566764,336.04047383260234,336.00556673249116,335.9736922644961,335.94453076171163
336.30332093629823,336.24553871260497,336.1936447034241,336.1468436832144,336.1044839248347,336.0660255386495,336.0310169391943,335.9990770873289,335.9698819066409
336.32540530532054,336.2673092459295,336.2151624351282,336.1681607748519,336.1256452532432,336.0870699427672,336.0519782107481,336.0199847664373,335.9907619269436
336.3426724571586,336.28433229524666,336.2319888394162,336.18483109294056,336.14219437985315,336.1035280779371,336.06837163011824,336.03633643985034,336.0070920200505
336.35506089307364,336.2965463673185,336.2440624377024,336.19679318120984,336.1540698771611,336.1153385508809,336.0801358428864,336.0480707959588,336.0188109205345
336.3625267008823,336.3039075538893,336.2513393321932,336.20400315779995,336.1612278838478,336.12245752471694,336.08722703991833,336.0551440561958,336.02587488280443
336.3650435425513,336.3063895192816,336.25379319348644,336.20643470286547,336.16364209238793,336.1248587065774,336.08961894498884,336.0575299626698,336.02825766874713
336.3626026467577,336.3039834929571,336.2514152531336,336.2040790511406,336.1613037416184,336.1225333401806,336.0873028073586,336.0552197707472,336.0259505403161
336.35521280641086,336.2966982670386,336.24421430116246,336.19694498946257,336.1542216142637,336.11549020335747,336.0802873993025,336.0482222465824,336.01896225706247
336.3429003811365,336.28456019879405,336.23221668856087,336.18505885925447,336.14242203941666,336.10375561053155,336.0685990185878,336.03656366959353,336.0073190786098
336.3257093047228,336.26761321808215,336.21546633471985,336.16846456396587,336.12594889997615,336.0873734201518,336.05228149590255,336.0202878398864,335.99106477207187
336.3037010975316,336.2459188397618,336.19402473984104,336.1472235814754,336.10486364504345,336.06640504708275,336.0313962072374,335.99945609062746,335.9702606244168
336.27695488387707,336.21955618107006,336.1679710023094,336.12141498145706,336.07924530728116,336.04092947995275,336.00602209122314,335.9741473053692,335.94498545977905
336.24556741437783,336.1886219839716,336.13740184103807,336.09113544771725,336.0491905252382,336.01104330346755,335.97625567143007,335.9444579403336,335.9153356617259
336.2096530932888,336.153230642488,336.1024316227907,336.05649930550635,336.01481357064984,335.9768607256936,335.9422110836337,335.91050205165953,335.8814252004846
336.1693440108198,336.11351423501395,336.0631923944891,336.01763855381483,335.97624638071704,335.9385136103201,335.9040201080563,335.8724113276201,335.84338566513554
336.1247899804522,336.0696225616295,336.01983392051676,335.97470290266165,335.9336385953772,335.8961515139078,335.86183220659063,335.8303351258221,335.80136630078295
336.0761585812632,336.0217231864206,335.97252372502777,335.9278598153868,335.8871575995749,335.8499417281343,335.8158145650191,335.784440515393,335.75553405071054
336.0236352052726,335.9700014848206,335.9214471392747,335.8772945559589,335.83698857054486,335.80006932704856,335.7661521402347,335.73491232416904,335.7060736035337
335.9674231098273,335.91466069598846,335.86680735397067,335.8232102413135,335.78333453012004,335.746737219345,335.7130477124791,335.68195319089455,335.65318744535784
335.9077434750435,335.8559219802432,335.80882547670336,335.76582789873675,335.7264164020785,335.69016620566975,335.65672194260685,335.62578362244125,335.59709591695463
335.8448354663324,335.7940244815784,335.7477405944215,335.7053865283123,335.6664730745445,335.6305950409718,335.5974134343833,335.5666420560574,335.5380372759609
335.77895630204205,335.7292253952891,335.6838098410229,335.64214317045486,335.603761467458,335.5682805019059,335.53537880182546,335.5047849266467,335.4762677641036
335.71038132626484,335.66180004075596,335.61730847007925,335.57637297855337,335.53855660512664,335.50349745929356,335.47089274157713,335.4404867390707,335.4120616794399
335.6394040868848,335.5920419394544,335.54852993275176,335.50836929675825,335.47115169387234,335.4365389556335,335.40424811029976,335.3740401454427,335.34571145357927
335.56633641898276,335.5202628982972,335.47778596097623,335.4384437429558,335.4018582047775,335.3677162876338,335.33575600702466,335.30575602734496,335.27752773381457
335.4915085337993,335.4467930984881,335.4054066560473,335.36692629699206,335.33100596152553,335.297359093698,335.26574586035224,335.2359635828273,335.2078394700105
335.4152691135983,335.371981190195,335.33174058281816,335.2941653942432,335.258943233306,335.22581544622625,335.1945655202742,335.16501041791076,335.136994005958
335.33798541303617,335.2961943935775,335.2571548698874,335.22052802468755,335.18603683271425,335.15345194845804,335.12258135419296,335.09326264207994,335.0653571746487
335.2600433681102,335.2198186071257,335.18203531643024,335.14639983774254,335.11267221849727,335.08065383534415,335.0501783463493,335.0211049668061,334.99331339645954
335.18184771461813,335.14325852501804,335.10678650684116,335.0721852533188,335.03925360285405,335.00782507749454,334.977760199201,334.9489408053425,334.92126577839383
335.10382211960325,335.06693776657625,335.031831935283,334.9983075798923,334.9662040627409,334.9353884864525,334.90574943409587,334.877192370586,334.8496362110013
335.0264093320719,334.9912990233775,334.9576141439159,334.9252091410138,334.89396565415365,334.86378581809754,334.8345874863943,334.8063007651703,334.778865456832
334.9500713643699,334.91680423408644,334.8845948816155,334.8533514127936,334.82299952748446,334.79347786834603,334.7647347862392,334.7367260532003,334.70941321927467
334.87528972488843,334.84393480525466,334.8132552954883,334.7832151768891,334.753786040437,334.7249445505347,334.6966708090037,334.6689472944403,334.64175817158537
334.802565739701,334.77319191122683,334.7440961774227,334.71530069704426,334.68682486195723,334.6586849351485,334.63089406646696,334.60346250625486,334.57639790961105
334.73242103176466,334.7050969334661,334.6776383058141,334.65012793332096,334.6226350548781,334.5952172166231,334.567921986327,334.54078849070993,334.51384876243924
334.66539828362403,334.6401921494128,334.61442295470613,334.58823681831853,334.56175511369156,334.53507854270555,334.5082905854002,334.48146041437775,334.4546453429939
334.6020625168408,334.57904187291024,334.5550126995868,334.5301876353108,334.50474291090524,334.478824587851,334.45255376604484,334.4260309400904,334.39933962849705
334.54300332716264,334.5222344197707,334.49999274809187,334.4765615578389,334.4521754564874,334.4270286516346,334.4012819304923,334.3750685560016,334.3484992011058
334.4888389269079,334.4703855970548,334.4499731870546,334.4279614184261,334.404648265397,334.38027987498344,334.3550593717239,334.3291544861279,334.3027040104605
334.44022374142736,334.4241450386967,334.4055927688152,334.38501270335877,334.36277387407637,334.33917981559154,334.3144794994138,334.288877142469,334.2625405882204
334.39786354170786,334.3842078842168,334.3675250173843,334.34836438481244,334.3271784530035,334.3043359862866,334.28013632638306,334.2548224406263,334.2285919936746
334.36254902144685,334.3513360507289,334.33648666001704,334.3186877985467,334.29849413908744,334.2763499074721,334.25260980373,334.22755747502134,334.20142080439746
334.33524668136323,334.32639137107213,334.3132430589641,334.29666781099996,334.2773421661413,334.2557958759799,334.2324421447212,334.20760453732504,334.1815401914594
334.3174293989286,334.31033152669687,334.2985861089193,334.2829737138786,334.2642984905234,334.24318567728784,334.2201050432978,334.19540793149577,334.16935200126636
