Iteração,Equação Minimizar
532,0.7493252196574998
533,0.7465368458518039
534,0.7437627897420057
535,0.7410029774094635
536,0.7382573353099308
537,0.7355257902828685
538,0.7328082695462179
539,0.7301047006919495
540,0.7274150116871281
541,0.7247391308705975
542,0.722076986955499
543,0.7194285090155782
544,0.7167936265011421
545,0.7141722692191212
546,0.7115643673410181
547,0.7089698514048778
548,0.7063886522977776
549,0.7038207012738814
550,0.7012659299362565
551,0.6987242702465994
552,0.6961956545107817
553,0.693680015390811
554,0.6911772858955774
555,0.6886873993781384
556,0.6862102895389356
557,0.6837485870423476
558,0.6812928322539001
559,0.6788576558037084
560,0.6764269993615017
561,0.6740167882064042
562,0.6716109676799583
563,0.6692254649585722
564,0.666844224591361
565,0.6644831758631128
566,0.6621262625387858
567,0.6597894159889087
568,0.6574565791947772
569,0.6551436856063554
570,0.6528346774156971
571,0.6505454901400468
572,0.6482600651822559
573,0.6459943401080862
574,0.6437322555423278
575,0.6414897510818166
576,0.6392507665692336
577,0.6370312436242972
578,0.6348151213039777
579,0.6326183432371171
580,0.6304248477020709
581,0.6282505803195408
582,0.626079478588291
583,0.6239274901095314
584,0.6217785516019555
585,0.6196486126365981
586,0.6175216091492358
587,0.6154134926698344
588,0.6133081983546076
589,0.6112216796720689
590,0.6091378710067946
591,0.6070727277534308
592,0.6050101835211701
593,0.6029661956170191
594,0.600924696880732
595,0.5989016465209199
596,0.5968809765962605
597,0.5948786482137441
598,0.5928785926586263
599,0.5908967729110507
600,0.588917119487183
601,0.5869555972322108
602,0.5849961358917625
603,0.5830547021626376
604,0.5811152250212946
605,0.5791936730073222
606,0.5772739743244121
607,0.5753720993419699
608,0.5734719755004551
609,0.5715895749797286
610,0.5697088244557006
611,0.5678456979146672
612,0.5659841212659381
613,0.5641400702862319
614,0.5622974701247888
615,0.5604722983360648
616,0.5586484793081237
617,0.5568419923592131
618,0.5550367611244768
619,0.5532487666773297
620,0.5514619318868381
621,0.5496922395756635
622,0.5479236118565172
623,0.546172033283552
624,0.5444214252102225
625,0.5426877739165489
626,0.5409549999998553
627,0.5392390914462805
628,0.5375239681056899
629,0.535825619663503
630,0.5341304606653855
631,0.5324455928170166
632,0.5307692286871155
633,0.5291014513576782
634,0.5274422069275141
635,0.5257914520916469
636,0.5241491429903741
637,0.5225152360493284
638,0.5208896879128858
639,0.5192724554566496
640,0.5176634957697356
641,0.5160627661704122
642,0.5144702241939398
643,0.5128858275937975
644,0.5113095343462261
645,0.509741302639303
646,0.5081810908813
647,0.5066288576937293
648,0.5050845619110539
649,0.5035481625810353
650,0.5020196189640611
651,0.5004988905279526
652,0.49898593695447335
653,0.4974807181298568
654,0.49598319414977593
655,0.49449332531349055
656,0.4930110721276669
657,0.49153639530367027
658,0.49006925575326576
659,0.48860961459186425
660,0.4871574331338422
661,0.48571267289718245
662,0.4842752955945104
663,0.4828452631387906
664,0.4814225376376861
665,0.48000708139712367
666,0.4785988569158237
667,0.477197826889249
668,0.4758039541986413
669,0.4744172019248877
670,0.4730375333354366
671,0.4716649118876902
672,0.4702993012282766
673,0.4689406651931496
674,0.4675889678013835
675,0.46624417326237844
676,0.46490624596761554
677,0.4635751504906726
678,0.46225085159369345
679,0.4609333142157238
680,0.4596225034797224
681,0.4583183846863781
682,0.4570209233188123
683,0.45573008503620344
684,0.4544458356745221
685,0.4531681412489903
686,0.45189696794746215
687,0.4506322821353649
688,0.4493740503476469
689,0.4481222392958606
690,0.44687681586206285
691,0.44563774709986836
692,0.4444050002309206
693,0.4431785426505218
694,0.44195834191776945
695,0.44074436576304665
696,0.4395365820807552
697,0.438334958930736
698,0.4371394645418449
699,0.43595006730217184
700,0.4347667357659991
701,0.43358943864864036
702,0.43241814482763397
703,0.43125282334239673
704,0.4300934433893094
705,0.42893997432682374
706,0.4277923856696261
707,0.4266506470903962
708,0.42551472841846383
709,0.4243845996402475
710,0.423260230895023
711,0.42214159247842753
712,0.42102865483689433
713,0.41992138857176675
714,0.4188197644354196
715,0.417723753330259
716,0.4166333263114858
717,0.41554845458157236
718,0.41446910949282734
719,0.4133952625434342
720,0.4123268853820412
721,0.4112639498017745
722,0.4102064277410873
723,0.4091542912846586
724,0.40810751265978734
725,0.40706606423960534
726,0.4060299185364497
727,0.4049990482081089
728,0.40397342605049874
729,0.40295302500316
730,0.40193781814149676
731,0.400927778684331
732,0.3999228799843056
733,0.398923095535696
734,0.3979283989673714
735,0.39693876404514883
736,0.3959541646698077
737,0.3949745748769777
738,0.39399996883614197
739,0.3930303208531457
740,0.3920656053599948
741,0.39110579692793995
742,0.3901508702546501
743,0.38920080017005504
744,0.38825556163424396
745,0.38731512973632926
746,0.38637947969428166
747,0.38544858685290034
748,0.3845224266869176
749,0.38360097479562716
750,0.38268420690290283
751,0.3817720988625562
752,0.38086462664920623
753,0.3799617663615977
754,0.3790634942243529
755,0.3781697865823984
756,0.37728061990492273
757,0.3763959707802995
758,0.3755158159194096
759,0.3746401321532236
760,0.3737688964321256
761,0.37290208582491646
762,0.3720396775197681
763,0.3711816488216309
764,0.37032797715517307
765,0.36947864005583764
766,0.36863361518310367
767,0.36779288030508933
768,0.3669564133074604
769,0.3661241921901676
770,0.36529619506651306
771,0.36447240016200894
772,0.36365278581504845
773,0.36283733047707395
774,0.3620260127084704
775,0.36121881118230115
776,0.36041570468131623
777,0.3596166720960102
778,0.3588216924292923
779,0.3580307447892256
780,0.35724380839359154
781,0.3564608625664174
782,0.35568188673951
783,0.35490686045010233
784,0.3541357633405129
785,0.3533685751595621
786,0.3526052757614013
787,0.3518458451001829
788,0.3510902632373357
789,0.3503385103358753
790,0.34959056666204796
791,0.34884641258184473
792,0.3481060285657172
793,0.347369395182165
794,0.34663649310119643
795,0.3459073030931247
796,0.3451818060255196
797,0.3444599828680345
798,0.3437418146859015
799,0.34302728264134924
800,0.34231636799796505
801,0.34160905211214276
802,0.3409053164374086
803,0.3402051425244501
804,0.33950851201745
805,0.33881540665573906
806,0.33812580827392824
807,0.3374396987991717
808,0.3367570602537903
809,0.33607787475032225
810,0.33540212449533
811,0.3347297917862453
812,0.33406085901353033
813,0.33339530865623357
814,0.33273312328590143
815,0.33207428556328994
816,0.33141877823691324
817,0.3307665841487653
818,0.3301176862238961
819,0.3294720674798922
820,0.32882971101941033
821,0.3281906000343935
822,0.3275547178014894
823,0.3269220476846625
824,0.32629257313408677
825,0.3256662776845255
826,0.32504314495612646
827,0.3244231586546633
828,0.3238063025669058
829,0.32319256056645007
830,0.32258191661037683
831,0.32197435473469804
832,0.32136985906227605
833,0.3207684137947845
834,0.3201700032172634
835,0.31957461169456175
836,0.31898222367442114
837,0.318392823681953
838,0.3178063963232164
839,0.31722292628581394
840,0.3166423983326567
841,0.31606479730923515
842,0.3154901081356526
843,0.3149183158120192
844,0.314349405415744
845,0.3137833620994042
846,0.31322017109563977
847,0.3126598177092104
848,0.3121022873243788
849,0.3115475653983952
850,0.31099563746464615
851,0.3104464891320073
852,0.3099001060803496
853,0.30935647406744654
854,0.30881557892239303
855,0.3082774065478237
856,0.30774194291875706
857,0.30720917408334075
858,0.30667908616155737
859,0.30615166534418237
860,0.3056268978946613
861,0.3051047701452641
862,0.3045852685018802
863,0.30406837943722914
864,0.3035540894965496
865,0.3030423852928718
866,0.3025332535084829
867,0.3020266808951969
868,0.3015226542724383
869,0.3010211605285301
870,0.3005221866176005
871,0.3000257195637626
872,0.2995317464554467
873,0.2990402544497502
874,0.2985512307692157
875,0.2980646627021714
876,0.2975805376024357
877,0.29709884288941013
878,0.2966195660480336
879,0.2961426946268746
880,0.2956682162383831
881,0.29519611856077377
882,0.29472638933393064
883,0.2942590163620455
884,0.2937939875111915
885,0.29333129071221153
886,0.29287091395568904
887,0.2924128452962294
888,0.2919570728480072
889,0.29150358478875005
890,0.29105236935524376
891,0.29060341484747343
892,0.2901567096214425
893,0.28971224209898294
894,0.28927000075667936
895,0.2888299741332125
896,0.28839215082535813
897,0.28795651949060436
898,0.28752306884131335
899,0.28709178765204835
900,0.2866626647523442
901,0.2862356890315406
902,0.28581084943435275
903,0.2853881349646932
904,0.2849675346803618
905,0.28454903769815926
906,0.2841326331912911
907,0.28371831038566664
908,0.2833060585658997
909,0.28289586707113257
910,0.28248772529390465
911,0.2820816226844116
912,0.28167754874449513
913,0.28127549303195093
914,0.28087544515704377
915,0.2804773947854349
916,0.2800813316338975
917,0.27968724547444584
918,0.2792951261305511
919,0.27890496347828564
920,0.2785167474463178
921,0.278130468014965
922,0.2777461152169828
923,0.27736367913524657
924,0.2769831499053134
925,0.27660451771202427
926,0.27622777279233063
927,0.2758529054327096
928,0.2754799059697018
929,0.27510876479011453
930,0.2747394723304395
931,0.2743720190760124
932,0.27400639556200446
933,0.2736425923708989
934,0.2732806001355506
935,0.2729204095359787
936,0.2725620113010018
937,0.2722053962072011
938,0.27185055507778005
939,0.27149747878422353
940,0.2711461582455919
941,0.27079658442570026
942,0.2704487483375547
943,0.27010264103933906
944,0.26975825363410216
945,0.2694155772737267
946,0.2690746031526804
947,0.26873532251290433
948,0.2683977266413189
949,0.2680618068682309
950,0.2677275545704892
951,0.26739496116884925
952,0.26706401812775127
953,0.2667347169561936
954,0.26640670624782636
955,0.2660847733791923
956,0.2657621985920976
957,0.26544397702888645
958,0.26512451220516053
959,0.2648094190217998
960,0.26449306725384114
961,0.2641810711005156
962,0.2638678007308566
963,0.2635588701411496
964,0.263248649863826
965,0.2629427536920506
966,0.26263555252035026
967,0.2623326599373858
968,0.2620284471990411
969,0.2617285276919919
970,0.2614272730282817
971,0.2611302963926542
972,0.26083196975324446
973,0.2605379060941131
974,0.26024247773585185
975,0.25995129746112405
976,0.2596587379433074
977,0.259370411764475
978,0.2590806919456888
979,0.25879519087101227
980,0.2585082819071465
981,0.2582255772410448
982,0.2579414505825677
983,0.25766151392029274
984,0.2573801413085485
985,0.2571029445368341
986,0.25682429799939965
987,0.25654981329042675
988,0.25627386514114336
989,0.2560020649499951
990,0.2557287877845917
991,0.25545964484732314
992,0.2551890115408863
993,0.25492249887178803
994,0.25465448257436385
995,0.25439057346256355
996,0.2541251475996381
997,0.2538638156054523
998,0.2536009538718602
999,0.2533421728259459
