Theta 0,Theta 1,Theta 2,Theta 3,Theta 4,Theta 5,Theta 6,Theta 7,Theta 8,Theta 9,Theta 10,Theta 11,Theta 12,Theta 13,Theta 14,Theta 15,Theta 16,Theta 17,Theta 18,Theta 19,Theta 20,Theta 21,Theta 22,Theta 23,Theta 24,Theta 25,Theta 26,Theta 27,Theta 28,Theta 29,Theta 30,Theta 31,Theta 32,Theta 33,Theta 34,Theta 35,Theta 36,Theta 37,Theta 38,Theta 39,Theta 40,Theta 41,Theta 42,Theta 43,Theta 44,Theta 45,Theta 46,Theta 47,Theta 48,Theta 49,Theta 50,Theta 51,Theta 52,Theta 53,Theta 54,Theta 55,Theta 56,Theta 57,Theta 58,Theta 59,Theta 60,Theta 61,Theta 62,Theta 63,Theta 64,Theta 65,Theta 66,Theta 67,Theta 68,Theta 69,Theta 70,Theta 71,Theta 72,Theta 73,Theta 74,Theta 75,Theta 76,Theta 77,Theta 78,Theta 79
300.00009410864317,300.0001064315761,300.00011279492793,300.0001178998731,300.0001226571159,300.00012724307675,300.00013169193124,300.00013601030014,300.0001401994656,300.00014425967623,300.00014819098027,300.0001519933869,300.00015566689797,300.0001592115138,300.00016262723454,300.0001659140601,300.00016907199057,300.00017210102595,300.00017500116616,300.0001777724113,300.0001804147613,300.00018292821613,300.0001853127759,300.00018756844054,300.0001896952101,300.00019169308445,300.0001935620637,300.00019530214786,300.0001969133369,300.0001983956308,300.00019974902955,300.0002009735332,300.0002020691418,300.00020303585524,300.00020387367346,300.00020458259667,300.0002051626247,300.0002056137576,300.0002059359954,300.00020612933815,300.00020619378574,300.0002061293381,300.0002059359954,300.0002056137576,300.0002051626247,300.00020458259667,300.0002038736734,300.00020303585524,300.00020206914184,300.0002009735332,300.00019974902955,300.0001983956308,300.0001969133369,300.00019530214786,300.0001935620637,300.00019169308445,300.0001896952101,300.00018756844054,300.0001853127759,300.0001829282162,300.0001804147613,300.0001777724113,300.0001750011662,300.00017210102595,300.00016907199057,300.0001659140601,300.00016262723454,300.0001592115138,300.00015566689785,300.0001519933864,300.0001481909773,300.0001442596609,300.00014019938624,300.0001360098905,300.0001316898171,300.00012723216315,300.00012260077847,300.00011760905176,300.00011129367005,300.0000986818862
300.00075609542614,300.0008367345114,300.0009072262628,300.00095846623867,300.0010008070926,300.00103941780753,300.0010761410662,300.00111156155344,300.00114585518196,300.0011790735229,300.00121123151706,300.0012423334762,300.001272380646,300.0013013733875,300.00132931180605,300.0013561959324,300.0013820257756,300.0014068013385,300.00143052262166,300.00145318962547,300.0014748023501,300.00149536079556,300.0015148649617,300.0015333148486,300.00155071045623,300.00156705178455,300.00158233883366,300.0015965716035,300.00160975009413,300.00162187430544,300.00163294423754,300.0016429598905,300.001651921264,300.0016598283584,300.00166668117356,300.0016724797094,300.001677223966,300.00168091394335,300.0016835496415,300.00168513106036,300.00168565819996,300.00168513106036,300.00168354964154,300.00168091394346,300.001677223966,300.0016724797094,300.0016666811735,300.00165982835836,300.001651921264,300.0016429598905,300.00163294423754,300.00162187430544,300.00160975009413,300.0015965716035,300.0015823388336,300.00156705178443,300.00155071045606,300.0015333148485,300.0015148649616,300.00149536079556,300.0014748023501,300.0014531896255,300.0014305226216,300.00140680133796,300.0013820257739,300.00135619592646,300.0013293117861,300.00130137332013,300.00127238041705,300.001242332694,300.0012112288285,300.0011790642339,300.00114582297545,300.0011114498274,300.00107575523134,300.0010381027568,300.00099645055474,300.00094485256653,300.000869888664,300.00076844359694
300.002877338544,300.0031911008053,300.0034455659094,300.003658154458,300.00383494033554,300.0039906286868,300.00413489833414,300.0042722865403,300.00440460943156,300.00453253208883,300.0046562850227,300.0047759453028,300.00489153808,300.00500307142676,300.00511054790417,300.0052139683188,300.00531333292315,300.0054086417958,300.0054998949615,300.00558709242756,300.0056702341967,300.00574932026944,300.005824350646,300.0058953253265,300.0059622443109,300.0060251075993,300.00608391519177,300.0061386670882,300.00618936328857,300.00623600379294,300.0062785886012,300.0063171177135,300.00635159112977,300.00638200885,300.00640837087417,300.0064306772023,300.00644892783447,300.0064631227705,300.00647326201056,300.0064793455546,300.00648137340266,300.00647934555457,300.00647326201056,300.00646312277047,300.00644892783447,300.00643067720233,300.00640837087417,300.00638200885,300.00635159112977,300.0063171177135,300.0062785886012,300.00623600379294,300.00618936328857,300.00613866708824,300.00608391519177,300.0060251075994,300.005962244311,300.00589532532643,300.00582435064587,300.0057493202692,300.00567023419615,300.00558709242597,300.005499894956,300.0054086417783,300.0053133328665,300.0052139681364,300.0051105473174,300.00500306954314,300.00489153205524,300.00477592612924,300.0046562244599,300.00453234286385,300.00440402743186,300.00427053672524,300.004129809187,300.00397654035106,300.0037987756087,300.003575755242,300.00328941561116,300.0029255641649
300.0072464075374,300.0079339351718,300.0085304813887,300.00904362904436,300.0094913028682,300.0098898475683,300.0102559946087,300.0106012112001,300.0109316305347,300.01125007463975,300.011557721098,300.01185502940604,300.0121421704618,300.01241920561847,300.01268615632307,300.01294302992096,300.01318982888847,300.0134265540499,300.01365320567703,300.0138697838586,300.01407628862364,300.0142727199813,300.0144590779348,300.01463536248497,300.0148015736321,300.0149577113764,300.0151037757177,300.01523976665635,300.015365684192,300.01548152832476,300.01558729905474,300.0156829963818,300.01576862030606,300.01584417082745,300.015909647946,300.0159650516618,300.0160103819746,300.01604563888463,300.0160708223917,300.01608593249597,300.0160909691974,300.01608593249597,300.01607082239167,300.0160456388845,300.0160103819746,300.0159650516618,300.015909647946,300.0158441708275,300.01576862030606,300.01568299638177,300.01558729905474,300.0154815283248,300.01536568419203,300.0152397666563,300.01510377571776,300.01495771137627,300.014801573632,300.01463536248474,300.0144590779341,300.0142727199791,300.0140762886165,300.0138697838361,300.0136532056069,300.01342655383246,300.01318982821766,300.0129430278645,300.01268615006524,300.01241918675186,300.0121421142343,300.01185486425624,300.01155724492185,300.01124873389546,300.0109279698216,300.0105916108099,300.01023212432233,300.00983455892145,300.0093745855731,300.0088230944909,300.00815146558193,300.00734486316406
300.01395218968685,300.0150640079073,300.01606947922033,300.01697847976743,300.01780008096455,300.01854981561485,300.01924442485745,300.01989871836037,300.0205229414966,300.0211229748581,300.02170177576403,300.0222606967549,300.0228003145895,300.02332086251977,300.02382243108883,300.0243050543269,300.02476874469767,300.0252135066719,300.02563934182564,300.02604625070694,300.0264342335041,300.0268032902812,300.0271534210597,300.02748462584685,300.027796904645,300.02809025745506,300.0283646842772,300.0286201851118,300.02885675995844,300.02907440881734,300.0292731316886,300.0294529285721,300.0296137994678,300.0297557443758,300.02987876329604,300.0299828562286,300.03006802317344,300.0301342641305,300.0301815790998,300.0302099680814,300.03021943107524,300.0302099680814,300.0301815790998,300.0301342641305,300.0300680231735,300.0299828562286,300.02987876329604,300.02975574437585,300.0296137994678,300.029452928572,300.0292731316886,300.0290744088174,300.02885675995844,300.0286201851118,300.0283646842772,300.0280902574548,300.02779690464433,300.02748462584475,300.0271534210536,300.0268032902628,300.02643423344875,300.02604625054124,300.02563934133264,300.0252135052167,300.0247687404416,300.02430504201226,300.023822395912,300.0233207635655,300.022800041316,300.0222599587565,300.02169983628454,300.02111804524253,300.0205109165009,300.0198708335099,300.01918363549606,300.0184266364519,300.01756979325097,300.0165804365674,300.01543360614636,300.0141238028213
300.02261272674053,300.02410175124396,300.0255136907457,300.02684261038445,300.02808728490135,300.02925131378015,300.03034496243225,300.03138067591516,300.03236940689885,300.0333189022222,300.03423383263595,300.0351166994539,300.0359687273307,300.0367904757904,300.03758218694065,300.0383439610868,300.03907583834587,300.03977783430474,300.04044995487584,300.041092202257,300.0417045772514,300.04228708014824,300.0428397110506,300.04336246999463,300.043855356993,300.04431837204993,300.04475151516704,300.04515478634477,300.04552818558335,300.04587171288284,300.04618536824324,300.0464691516645,300.0467230631467,300.0469471026898,300.0471412702939,300.0473055659588,300.0474399896846,300.0475445414714,300.0476192213191,300.04766402922775,300.04767896519735,300.04766402922775,300.0476192213191,300.04754454147144,300.0474399896846,300.0473055659588,300.0471412702938,300.0469471026898,300.0467230631467,300.0464691516645,300.0461853682432,300.04587171288273,300.04552818558335,300.0451547863446,300.0447515151666,300.04431837204856,300.04385535698896,300.043362469983,300.04283971101654,300.04228708004933,300.0417045769662,300.04109220144187,300.04044995256896,300.03977782784943,300.03907582051494,300.0383439125667,300.0375820571944,300.03679013584195,300.0359678576951,300.03511453665277,300.0342286298057,300.03330686833914,300.0323428268547,300.0313250160619,300.03023519877297,300.0290483732438,300.0277358526279,300.0262724535597,300.02464503376945,300.0228636325356
300.0327972486275,300.0346073228046,300.036396208461,300.03814258088926,300.0398273416127,300.0414384435128,300.04297384292613,300.0444388841841,300.04584159104303,300.0471893697315,300.04848764191655,300.0497398157849,300.0509478080703,300.0521126085107,300.05323469489235,300.05431428569875,300.05535147651176,300.05634630764155,300.05729879557424,300.05820894687986,300.0590767641194,300.0599022482723,300.0606853997069,300.06142621856,300.0621247048814,300.0627808586894,300.0633946799904,300.06396616878675,300.0644953250794,300.0649821488684,300.065426640154,300.0658287989362,300.066188625215,300.0665061189904,300.0667812802624,300.067014109031,300.0672046052962,300.06735276905806,300.0674586003165,300.0675220990716,300.06754326532337,300.06752209907165,300.06745860031657,300.0673527690582,300.06720460529624,300.067014109031,300.06678128026243,300.0665061189904,300.066188625215,300.06582879893614,300.065426640154,300.0649821488683,300.06449532507906,300.06396616878595,300.06339467998805,300.0627808586829,300.062124704863,300.06142621850785,300.06068539956084,300.0599022478661,300.059076763001,300.05820894383487,300.05729878738873,300.0563462859496,300.0553514199535,300.05431414093846,300.0532343321477,300.0521117213493,300.05094569803214,300.04973495536456,300.0484768487653,300.0471663789667,300.04579484843646,300.0443485862301,300.0428086321409,300.0411526039252,300.03935972361495,300.0374181179146,300.03533207186,300.0331333813988
300.0441622645146,300.0462417191924,300.0483760898885,300.0505251794055,300.0526512431567,300.054723447685,300.056724501813,300.05864915424655,300.0604994240327,300.06228009690597,300.0639959609864,300.0656506724325,300.0672466194741,300.06878520092414,300.07026717097904,300.07169291044266,300.07306260158634,300.07437632787645,300.0756341261396,300.0768360121193,300.07798199236606,300.0790720695425,300.0801062447093,300.08108451828133,300.0820068904184,300.08287336118116,300.08368393059243,300.08443859866065,300.08513736538896,300.0857802307785,300.08636719482945,300.0868982575422,300.0873734189168,300.08779267895324,300.0881560376514,300.0884634950114,300.08871505103326,300.0889107057169,300.0890504590623,300.0891343110696,300.08916226173875,300.0891343110696,300.0890504590623,300.0889107057168,300.0887150510332,300.0884634950114,300.0881560376514,300.0877926789532,300.08737341891674,300.0868982575422,300.0863671948293,300.0857802307779,300.0851373653878,300.08443859865747,300.08368393058333,300.08287336115575,300.08200689034874,300.0810845180921,300.0801062442,300.0790720681868,300.0779819888012,300.076836002872,300.07563410251174,300.07437626851623,300.0730624552578,300.07169255733703,300.070266339097,300.0687832932922,300.0672423756576,300.0656415463608,300.06397706155605,300.0622425431023,300.06042806162276,300.0585197982843,300.0565011796361,300.05435640827574,300.05207652863953,300.0496666084475,300.047151280429,300.04458403293734
300.05643040504077,300.0587352177041,300.06118191875515,300.0637128307024,300.06627062258053,300.0688049760478,300.07128157247047,300.073682349556,300.0760009408121,300.07823745574404,300.08039456316567,300.0824752649991,300.08448196923564,300.08641630822893,300.08827927269925,300.09007141666183,300.0917930305743,300.09344425891186,300.095025170451,300.09653579673585,300.09797615178013,300.0993462416395,300.1006460688685,300.10187563452223,300.10303493902825,300.10412398255687,300.10514276517523,300.1060912869092,300.10696954776864,300.1077775477574,300.1085152868768,300.10918276512746,300.10977998250956,300.1103069390231,300.11076363466816,300.1111500694448,300.11146624335294,300.11171215639257,300.1118878085638,300.1119931998665,300.11202833030075,300.1119931998665,300.1118878085638,300.11171215639257,300.11146624335294,300.1111500694448,300.1107636346682,300.1103069390231,300.10977998250945,300.1091827651273,300.10851528687624,300.1077775477558,300.1069695477642,300.1060912868973,300.10514276514346,300.1041239824724,300.1030349388053,300.1018756339402,300.10064606736614,300.09934623781044,300.09797614215745,300.0965357729261,300.095025112539,300.0934441207024,300.0917927075958,300.0900706792968,300.0882776321996,300.0864127610955,300.0844745365713,300.08246021590145,300.0803652038743,300.0781824083062,300.07590195416066,300.0735118839897,300.07100062340083,300.06836173938825,300.0656006025994,300.0627409177923,300.05982819257696,300.056937663223
300.0693927643372,300.07188717024326,300.07461702530946,300.0775077558868,300.0804832680532,300.0834737127197,300.08642715157805,300.08931141502876,300.092110108241,300.09481701749445,300.0974313264679,300.09995441887173,300.10238813847553,300.1047340503756,300.1069932552858,300.10916644316916,300.1112540122957,300.1132561783113,300.11517305206337,300.11700468810784,300.1187511123199,300.12041233658596,300.1219883662161,300.12347920352545,300.1248848495012,300.1262053045566,300.1274405688615,300.1285906424847,300.12965552545353,300.1306352177789,300.13152971946505,300.1323390305136,300.13306315092524,300.13370208070006,300.1342558198382,300.13472436833956,300.1351077262044,300.1354058934326,300.1356188700242,300.13574665597923,300.1357892512975,300.1357466559791,300.1356188700242,300.13540589343256,300.1351077262044,300.1347243683396,300.1342558198381,300.13370208069995,300.13306315092495,300.132339030513,300.13152971946306,300.13063521777366,300.12965552543955,300.1285906424481,300.12744056876653,300.1262053043124,300.1248848488806,300.123479201967,300.12198836235376,300.1204123271494,300.11875108962226,300.1170046344395,300.11517292752006,300.11325589516406,300.1112533828651,300.1091650779111,300.10699037228767,300.10472813706457,300.10237638518083,300.09993183237316,300.0973894472788,300.09474222750964,300.09198163610284,300.0890993079864,300.08609062764884,300.0829603608874,300.0797294805779,300.0764407881127,300.0731604349309,300.06998369990976
