Theta 0,Theta 1,Theta 2,Theta 3,Theta 4,Theta 5,Theta 6,Theta 7,Theta 8,Theta 9,Theta 10,Theta 11,Theta 12,Theta 13,Theta 14,Theta 15,Theta 16,Theta 17,Theta 18,Theta 19,Theta 20,Theta 21,Theta 22,Theta 23,Theta 24,Theta 25,Theta 26,Theta 27,Theta 28,Theta 29,Theta 30,Theta 31,Theta 32,Theta 33,Theta 34,Theta 35,Theta 36,Theta 37,Theta 38,Theta 39,Theta 40,Theta 41,Theta 42,Theta 43,Theta 44,Theta 45,Theta 46,Theta 47,Theta 48,Theta 49,Theta 50,Theta 51,Theta 52,Theta 53,Theta 54,Theta 55,Theta 56,Theta 57,Theta 58,Theta 59,Theta 60,Theta 61,Theta 62,Theta 63,Theta 64,Theta 65,Theta 66,Theta 67,Theta 68,Theta 69,Theta 70,Theta 71,Theta 72,Theta 73,Theta 74,Theta 75,Theta 76,Theta 77,Theta 78,Theta 79
300.08365956881704,300.08635325856477,300.08937882082427,300.092645886892,300.0960600615674,300.0995323308104,300.1029929976134,300.10639516692635,300.10971140069176,300.1129279895331,300.1160395315109,300.1190449150434,300.1219448136914,300.12474035989874,300.1274325735376,300.13002219699314,300.1325097090417,300.1348953936733,300.13717940892883,300.1393618383492,300.14144272423886,300.14342208725,300.1452999371492,300.14707627842887,300.14875111310465,300.1503244420614,300.15179626568005,300.15316658412166,300.1544353974533,300.15560270570245,300.15666850888016,300.1576328069909,300.1584956000363,300.1592568880173,300.1599166709341,300.1604749487867,300.1609317215751,300.16128698929947,300.16154075195965,300.16169300955585,300.16174376208784,300.16169300955585,300.16154075195965,300.16128698929947,300.16093172157514,300.1604749487866,300.15991667093397,300.159256888017,300.15849560003545,300.1576328069885,300.15666850887413,300.15560270568693,300.1544353974135,300.15316658402065,300.15179626542675,300.1503244414331,300.1487511115653,300.1470762747075,300.145299928281,300.143422066443,300.14144267623794,300.1393617296204,300.1371791674835,300.13489486892644,300.13250859482577,300.13001988985934,300.1274279237475,300.12473125609046,300.1219275298636,300.11901315069855,300.1159831063516,300.1128312245194,300.10955132646114,300.10613982392846,300.1026001800336,300.09894912088595,300.09522341029805,300.0914845454795,300.0878184391168,300.08433962363995
300.09783029663964,300.1006707804843,300.1039410837582,300.1075365919813,300.1113460687787,300.11526231722894,300.1191982682609,300.1230920346149,300.1269043832606,300.13061310518424,300.13420718814274,300.13768214259136,300.14103680693734,300.1442714361508,300.1473867038102,300.1503832641854,300.15326161200505,300.156022075553,300.15866485461856,300.1611900632018,300.1635977630955,300.1658879863961,300.1680607491802,300.1701160592506,300.17205392029035,300.17387433399557,300.17557730113066,300.1771628220331,300.1786308968492,300.17998152564144,300.18121470843613,300.182330445244,300.1833287360697,300.18420958091485,300.18497297978035,300.18561893266644,300.1861474395732,300.1865585005007,300.18685211544886,300.1870282844177,300.18708700740734,300.1870282844177,300.1868521154488,300.18655850050067,300.1861474395732,300.18561893266633,300.18497297978007,300.1842095809139,300.1833287360671,300.1823304452375,300.18121470841965,300.1799815256002,300.1786308967469,300.17716282178196,300.1755773005216,300.1738743325365,300.1720539168412,300.17011605121314,300.1680607307355,300.16588794476263,300.1635976707787,300.1611898623834,300.15866442667283,300.1560211835178,300.1532597960536,300.1503796595395,300.1473797381016,300.1442583521572,300.14101295314816,300.13763998729314,300.134135052156,300.13049367840614,300.1267131824112,300.12279604700825,300.11875506578593,300.1146198797075,300.1104434506768,300.1063056539954,300.1023111300462,300.09859155663764
300.1123728095599,300.1153427602359,300.1188399340811,300.1227468427456,300.1269366093577,300.13128489405494,300.1356878723916,300.1400687905601,300.14437629861686,300.1485790650238,300.15265971941693,300.15660967330285,300.16042533113193,300.16410562955315,300.16765060441037,300.1710606481645,300.1743361786104,300.1774775245765,300.1804849103941,300.18335847588054,300.1860983026415,300.18870443591334,300.1911768997291,300.19351570640424,300.1957208620554,300.19779236963734,300.1997302305431,300.2015344454149,300.20320501454324,300.20474193805694,300.20614521601215,300.20741484843313,300.20855083533024,300.2095531767075,300.210421872567,300.21115692290925,300.2117583277345,300.21222608704295,300.2125602008348,300.2127606691098,300.2128274918682,300.2127606691098,300.2125602008348,300.2122260870429,300.2117583277343,300.21115692290874,300.2104218725659,300.20955317670484,300.2085508353235,300.2074148484164,300.2061452159711,300.204741937957,300.2032050143031,300.2015344448441,300.19973022920306,300.1977923665328,300.1957208549636,300.19351569044755,300.19117686440046,300.1887043590325,300.1860981383913,300.1833581318068,300.1804842045774,300.17747610862955,300.1743334044754,300.17105534730314,300.16764073863715,300.1640877671697,300.1603939060521,300.1565560056246,300.15257081891303,300.14843630353386,300.1441541110306,300.13973362045004,300.13519758217285,300.1305887872956,300.12597610668274,300.1214569736796,300.1171535027505,300.1132130185554
300.12722157376584,300.1303072025649,300.13401610756455,300.13821910009034,300.14277487438073,300.147543007766,300.15240366427696,300.15726554356024,300.162065091173,300.16676145661376,300.1713303455308,300.1757584682853,300.18003925385227,300.1841698905635,300.188149468941,300.19197791956776,300.1956554646755,300.1991823698016,300.20255885312963,300.2057850676538,300.2088611108983,300.21178704097883,300.21456289077065,300.2171886780967,300.21966441227886,300.2219900980433,300.22416573772114,300.22619133243484,300.22806688271265,300.2297923887986,300.23136785080305,300.23279326877565,300.2340686427378,300.2351939726989,300.236169258663,300.23699450063174,300.23766969860577,300.2381948525855,300.238569962571,300.2387950285622,300.23887005055934,300.2387950285622,300.2385699625709,300.2381948525854,300.2376696986054,300.2369945006307,300.2361692586603,300.2351939726922,300.23406864272135,300.2327932687361,300.23136785070864,300.22979238857545,300.2280668821921,300.226191331235,300.22416573499135,300.2219900919186,300.2196643987387,300.21718864862856,300.21456282769907,300.21178690835575,300.2088608372212,300.2057845140445,300.20255775661786,300.1991802457687,300.19565144545555,300.1919704985979,300.188136113882,300.184146488209,300.1799993594486,300.17569235707305,300.1712239071758,300.16659502953297,300.1618123895615,300.1568928607633,300.15186951353496,300.1467982727378,300.1417634392922,300.1368790808894,300.13228356698914,300.1281384360212
300.14232761538864,300.1455180275439,300.1494258742937,300.1539113555054,300.1588198506254,300.1639959020936,300.16930445510457,300.1746401032496,300.1799271645246,300.18511504848885,300.1901721250376,300.19507991389514,300.1998283930105,300.2044125982634,300.20883036574963,300.2130809483957,300.2171642344769,300.22108034457705,300.22482944659237,300.2284116851338,300.2318271644494,300.2350759524381,300.2381580903507,300.24107360195836,300.2438225003878,300.24640479263195,300.2488204823029,300.2510695712161,300.2531520602621,300.25506794986876,300.25681724023684,300.25839993145934,300.2598160235784,300.261065516613,300.2621484105715,300.2630647054575,300.26381440127255,300.2643974980172,300.26481399569195,300.2650638942967,300.26514719383164,300.26506389429665,300.2648139956918,300.26439749801693,300.2638144012716,300.2630647054549,300.26214841056503,300.26106551659745,300.25981602354136,300.2583999313722,300.2568172400346,300.2550679494046,300.2531520592099,300.251069568861,300.2488204771036,300.24640478131766,300.24382247613914,300.24107355081975,300.23815798432435,300.2350757365309,300.2318267330474,300.2284108402005,300.22482782610064,300.2210773042841,300.2171586600946,300.2130709696568,300.20881294116447,300.2043829429417,300.1997792357633,300.19500059698777,300.190047600243,300.18492487022394,300.17964462045774,300.174231633035,300.1687294662807,300.1632069939256,300.1577633613468,300.1525283280731,300.14765534631266,300.1433189165054
300.1576541416756,300.1609406174417,300.1650365277885,300.169792402588,300.1750413393494,300.18061383743856,300.1863604234001,300.1921620913872,300.197931220384,300.2036073904625,300.20915134934944,300.2145390367065,300.2197565700872,300.2247964622944,300.2296549942498,300.23433051830636,300.23882243636814,300.24313062748985,300.2472551525419,300.2511961169771,300.2549536165391,300.2585277222315,300.2619184812788,300.2651259228981,300.26815006421697,300.27099091485337,300.2736484800181,300.2761227624482,300.2784137635432,300.28052148400155,300.2824459241643,300.2841870841948,300.2857449641698,300.28711956412474,300.2883108840758,300.28931892403034,300.2901436839913,300.2907851639604,300.29124336393807,300.2915182839245,300.29160992392,300.29151828392446,300.29124336393767,300.2907851639593,300.29014368398873,300.28931892402403,300.28831088406116,300.28711956409074,300.2857449640912,300.28418708401506,300.282445923758,300.2805214830942,300.2784137615427,300.276122758096,300.27364847068117,300.27099089511654,300.26815002314027,300.2651258387969,300.2619183120284,300.2585273877272,300.25495296785397,300.25119488376055,300.2472528562282,300.2431264431262,300.2388149810542,300.23431754078683,300.2296329404223,300.2247598982396,300.21969746058073,300.21444590447464,300.2090083766197,300.20339356223144,300.1976196343355,300.19171955343927,300.1857473927683,300.1797846821088,300.1739447765674,300.1683722034059,300.1632344154207,300.158717752033
300.1731734637467,300.1765489947733,300.180823669099,300.18583918199926,300.1914172793369,300.1973753439438,300.20355026281146,300.20980996847544,300.21605516297905,300.22221560502624,300.228244234608,300.23411110878175,300.2397981384279,300.24529497990005,300.2505960733949,300.25569864759007,300.26060145695084,300.26530403080375,300.26980625514705,300.27410815657026,300.2782098007172,300.2821112508949,300.28581255545583,300.28931374722947,300.2926148468821,300.295715866724,300.298616813776,300.30131769190075,300.30381850315865,300.3061192486199,300.3082199288269,300.3101205440488,300.31182109441636,300.3133215799923,300.31462200080597,300.31572235687094,300.3166226481935,300.3173228747763,300.3178230366208,300.3181231337272,300.31822316609595,300.31812313372683,300.31782303661976,300.31732287477394,300.3166226481879,300.31572235685775,300.3146220007754,300.3133215799225,300.31182109425913,300.31012054369853,300.3082199280558,300.3061192469427,300.3038184995576,300.30131768427407,300.2986167978533,300.2957158339769,300.2926147805866,300.28931361521353,300.2858122970719,300.2821107542333,300.27820886386974,300.2741064237733,300.26980311493304,300.265298459267,300.2605917857439,300.25568223481804,300.25056885826405,300.2452509111875,300.2397284844626,300.2340036828106,300.22808260101283,300.22197836097655,300.21571540366085,300.2093350254838,300.2029017409585,300.1965093772907,300.19028485078906,300.184386577303,300.1789950176868,300.17430736935387
300.18886465916313,300.1923235529703,300.1967689834756,300.2020345366364,300.2079314458278,300.2142648297968,300.2208586795245,300.2275684112537,300.2342833581616,300.24092353685825,300.24743397387266,300.2537786148219,300.259934875364,300.26588925992587,300.2716341016927,300.27716528748783,300.28248075913814,300.28757957959806,300.29246138280814,300.29712606852917,300.3015736443294,300.30580415056875,300.30981762903,300.31361411263543,300.31719362420324,300.32055617833964,300.3237017838773,300.326630445927,300.32934216734026,300.33183694966044,300.33411479370034,300.3361756998781,300.33801966840394,300.33964669938194,300.34105679286245,300.3422499488695,300.34322616741434,300.34398544850205,300.34452779213524,300.34485319831475,300.3449616670411,300.344853198314,300.344527792133,300.343985448497,300.34322616740246,300.34224994884244,300.3410567928017,300.3396466992466,300.3380196681062,300.3361756992305,300.3341147923091,300.33183694670936,300.32934216116286,300.3266304331745,300.3237017579307,300.3205561263422,300.31719352163753,300.31361391364004,300.3098172495402,300.3058034397351,300.3015723374342,300.2971237117645,300.2924572170011,300.2875723667731,300.2824685336591,300.27714501385515,300.2716012257401,300.26583715093267,300.2598541745322,300.2536565298075,300.2472535857316,300.2406632069236,300.2339163259796,300.2270626465355,300.2201769806373,300.2133650576511,300.2067667155271,300.20055343498865,300.1949177863766,300.1900669604476
300.20471181339883,300.20824939722706,300.2128586284914,300.21836562014045,300.22457184311804,300.2312709320063,300.2382746813676,300.2454265289004,300.2526047733382,300.25971981938716,300.2667087369576,300.2735291931057,300.28015387132194,300.286565865391,300.2927551566236,300.2987160803636,300.30444560015053,300.309942190387,300.31520514829964,300.32023419151955,300.32502923543933,300.3295902776405,300.3339173425035,300.338010457533,300.34186964513793,300.34549492117736,300.3488862959693,300.35204377584364,300.3549673645128,300.35765706407585,300.36011287568357,300.3623347999503,300.364322837196,300.36607698758417,300.3675972511964,300.368883628073,300.36993611823317,300.3707547216864,300.3713394384368,300.3716902684863,300.3718072118357,300.3716902684847,300.37133943843236,300.370754721676,300.36993611820964,300.36888362802057,300.36759725108124,300.36607698733366,300.3643228366576,300.36233479880684,300.36011287328466,300.3576570591077,300.35496735436107,300.35204375538876,300.34888625535274,300.3454948417449,300.34186949223647,300.33801016801783,300.3339168036105,300.32958929219967,300.3250274662135,300.32023107482644,300.31519976430377,300.309933075131,300.3044304835004,300.2986915359195,300.2927161557888,300.28650523947033,300.28006170303433,300.27339218072456,300.26650959610834,300.2594368016432,300.2522113762307,300.2448914365549,300.23756190081167,300.2303399887408,300.22337784273344,300.2168592452407,300.2109880648049,300.20598072816813
300.2207027572481,300.2243151544364,300.22908209944393,300.2348227874303,300.2413295979681,300.2483853911167,300.2557904176561,300.2633766574467,300.27101172178163,300.2785965692692,300.2860603186865,300.2933542426458,300.30044610098247,300.30731535276493,300.31394940482903,300.32034084243537,300.32648548764683,300.3323811011613,300.33802655319965,300.34342131770103,300.3485651781111,300.35345806487203,300.3580999708305,300.36249091033903,300.3666309014366,300.37051995936775,300.3741580951541,300.37754531608255,300.3806816266854,300.383567029655,300.3862015265327,300.38858511817403,300.39071780504105,300.3925995873777,300.3942304653098,300.3956104389014,300.396739508184,300.39761767317316,300.3982449338764,300.398621290297,300.39874674243623,300.39862129029376,300.3982449338676,300.39761767315304,300.3967395081394,300.3956104388044,300.39423046510126,300.39259958693407,300.39071780410853,300.38858511623744,300.38620152256084,300.3835670216143,300.3806816106274,300.37754528446237,300.3741580337955,300.37051984209876,300.3666306808199,300.36249050202554,300.35809922780953,300.353456736211,300.348562844701,300.34341729519974,300.3380197501548,300.3323698188423,300.32646714836403,300.3203116362467,300.3139038517277,300.30724578946615,300.3003421180343,300.2932021167538,300.28584250238464,300.27829130806015,300.27059285777256,300.262813637798,300.2550484499717,300.2474255895576,300.24010891620156,300.2332938114725,300.22719471230903,300.2220366150362
