Iteration,Lambda,Deviation,step_size,Morozov,Objective_Function,Tikhonov,Time_Spent
0,0,0.1,1.233265873236558,240.00000000000006,91365.96506123696,226818.191731693,0.0
1,0,0.1,40.95984494253391,240.00000000000006,11482.592009227417,1528448.3230827374,0.04723715782165527
2,0,0.1,1.2400895447320488,240.00000000000006,3363.606948242026,1580919.2108462509,0.0951533317565918
3,0,0.1,60.53671915715464,240.00000000000006,2530.5340957142153,1825012.2863524405,0.1416623592376709
4,0,0.1,1.2610346195523872,240.00000000000006,2181.269267676026,1841396.091929571,0.19347500801086426
5,0,0.1,41.35821803907793,240.00000000000006,2029.8190905999581,1751853.8829911302,0.24292898178100586
6,0,0.1,1.2637090914285183,240.00000000000006,1902.6564691920933,1767801.3470310925,0.29229283332824707
7,0,0.1,41.46356182406905,240.00000000000006,1795.4085572596455,1778975.8474185874,0.34201741218566895
8,0,0.1,1.2637711575863049,240.00000000000006,1697.461789956875,1794109.2899068098,0.3931446075439453
9,0,0.1,41.470916291813694,240.00000000000006,1608.0185268747935,1841011.740386496,0.4450812339782715
10,0,0.1,1.263798090164521,240.00000000000006,1526.1897798731693,1855179.7748871667,0.0
11,0,0.1,41.48268508515284,240.00000000000006,1451.3106105588938,1922868.4893125533,0.05123281478881836
12,0,0.1,1.2638157654891937,240.00000000000006,1382.7337104960193,1936117.6734053735,0.10037708282470703
13,0,0.1,41.50395580172084,240.00000000000006,1319.9171744928458,2018337.3992412093,0.14873480796813965
14,0,0.1,1.2638526368840022,240.00000000000006,1262.297458391085,2030725.99632127,0.1986696720123291
15,0,0.1,41.51642957217061,240.00000000000006,1209.4761442155282,2122842.8513512365,0.24876666069030762
16,0,0.1,1.263871364743377,240.00000000000006,1160.9751932856177,2134431.8422438735,0.30142974853515625
17,0,0.1,41.56048273910641,240.00000000000006,1116.4348897598957,2232930.7517144857,0.35285139083862305
18,0,0.1,1.2638951910212548,240.00000000000006,1075.464733776126,2243779.3717590664,0.4017329216003418
19,0,0.1,41.58871475055929,240.00000000000006,1037.7775963264212,2345889.724360617,0.45129823684692383
20,0,0.1,1.2639435605379208,240.00000000000006,1003.065230771725,2356048.4754220904,0.0
21,0,0.1,41.60916423476085,240.00000000000006,971.0963924880707,2459577.396364478,0.05098438262939453
22,0,0.1,1.2639742316735492,240.00000000000006,941.6039601988348,2469100.5073623667,0.1001286506652832
23,0,0.1,41.65704475173406,240.00000000000006,914.3859485744124,2572504.1559419697,0.15249419212341309
24,0,0.1,1.264018003682855,240.00000000000006,889.2113741894764,2581441.157845279,0.20209026336669922
25,0,0.1,41.69046780645446,240.00000000000006,865.9332037659728,2683439.653579835,0.2513270378112793
26,0,0.1,1.264066938696073,240.00000000000006,844.3632643974688,2691835.3479655,0.30123329162597656
27,0,0.1,41.75543930136791,240.00000000000006,824.3769424548987,2791647.058443963,0.35005903244018555
28,0,0.1,1.2640923753850526,240.00000000000006,805.809529819225,2799548.9816123615,0.40281248092651367
29,0,0.1,41.818019772266226,240.00000000000006,788.5426193243761,2896490.1612360524,0.45481038093566895
30,0,0.1,1.2641227269857733,240.00000000000006,772.4715810148239,2903934.7661418756,0.0
31,0,0.1,41.90470013405887,240.00000000000006,757.4919458551474,2997667.1886712764,0.05356740951538086
32,0,0.1,1.2641345717036632,240.00000000000006,743.5011808095834,3004693.4076804677,0.10295724868774414
33,0,0.1,41.99305313614797,240.00000000000006,730.4261754914835,3094905.138271181,0.15445470809936523
34,0,0.1,1.2641988649019837,240.00000000000006,718.175827362519,3101554.2843358,0.20740365982055664
35,0,0.1,42.08422755071737,240.00000000000006,706.7017241172359,3188094.916005394,0.26068878173828125
36,0,0.1,1.2641367232424194,240.00000000000006,695.9302045926091,3194388.6766844476,0.3164207935333252
37,0,0.1,42.720608172202795,240.00000000000006,685.7820289509639,3277851.164468936,0.36850619316101074
38,0,0.1,1.263367307664317,240.00000000000006,676.2601017689638,3283871.4664215934,0.42000484466552734
