0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2130.599147135977,2434.127543367293,2729.778117635265,3010.270971593414,3268.6994402748783,3498.7001571058067,3694.609741109205,3851.6042481402774,3965.8179524010216,4034.438533438987,4055.776324810366,4029.305919275526,3955.679106068975,3836.708821685241,3675.324509365588,3475.499986483152,3242.1555959708685,2981.0370511487813,2698.5739571931754,2401.721492918503
2130.6066642916667,2434.13613142842,2729.787748807387,3010.281592397234,3268.710972863084,3498.7125011799267,3694.622776389292,3851.6178373265993,3965.8319445548364,4034.452767699156,4055.7906343542877,4029.320135426864,3955.693062451028,3836.7223583176888,3675.3374766037396,3475.512248702694,3242.1670349073843,2981.0475688098154,2698.5834782711327,2401.729966644971
2130.614722869171,2434.1453380431367,2729.7980736629847,3010.2929781625794,3268.7233360839246,3498.7257343338115,3694.6367505331323,3851.6324052716736,3965.846944491066,4034.4680271794073,4055.805974540591,4029.3353754939985,3955.7080240390405,3836.736869923705,3675.351377804936,3475.525394106439,3242.1792977312884,2981.058844003534,2698.5936851030538,2401.739050690095
2130.6233228027595,2434.1551631363495,2729.8090921178427,3010.3051287965804,3268.7365298365576,3498.7398564595237,3694.651663426743,3851.6479518566744,3965.862952087362,4034.484311755275,4055.822345244151,4029.351639352623,3955.723990710977,3836.752356384924,3675.36621285579,3475.5394225871655,3242.192384342558,2981.0708766379694,2698.604577605685,2401.7487449797813
2130.6324640222847,2434.1656066279165,2729.8208040820864,3010.318044200127,3268.750554013365,3498.754867441872,3694.667514948485,3851.6644769547925,3965.8799672131536,4034.50162129393,4055.839746331437,4029.3689268700764,3955.7409623366007,3836.768817575027,3675.3819816352957,3475.554334030446,3242.206294634448,2981.0836666149735,2698.6161556901784,2401.7590494349556
2130.6421464531845,2434.176668432654,2729.8332094601838,3010.3317242678727,3268.765408499956,3498.770767158416,3694.6843049690606,3851.6819804312368,3965.897989729653,4034.5199556541825,4055.8581776605124,4029.3872379053496,3955.7589387774797,3836.7862533597436,3675.398684014832,3475.5701283146527,3242.2210284934968,2981.097213830223,2698.6284192620956,2401.7699639715665
2130.6523700164817,2434.188348460334,2729.8463081509494,3010.346168888233,3268.781093175167,3498.787555479468,3694.7020333515197,3851.7004621432384,3965.9170194898584,4034.5393146864867,4055.8776390810394,4029.4065723090857,3955.7779198869857,3836.804663596857,3675.416319858163,3475.5868053109566,3242.236585799525,2981.1115181732175,2698.641368221407,2401.7814885005887
2130.6631346287872,2434.2006466156868,2729.8601000475414,3010.3613779433886,3268.797607911064,3498.805232268091,3694.720699951258,3851.7199219400472,3965.9370563385487,4034.5596982329366,4055.898130434278,4029.4269299235807,3955.7979055102965,3836.824048136201,3675.434889021439,3475.6043648833297,3242.252966425637,2981.1265795272816,2698.655002462491,2401.7936229280203
2130.674440202296,2434.2135627983994,2729.874585037462,3010.3773513092824,3268.8149525729395,3498.823797380099,3694.7403046160166,3851.7403596629347,3965.958100112289,4034.581106127269,4055.919651553085,4029.448310582782,3955.818895484394,3836.84440681966,3675.4543913531966,3475.6228068885416,3242.27017023822,2981.142397769563,2698.669321874138,2401.8063671548834
2130.6862866447927,2434.2270969031188,2729.889763002563,3010.394088855626,3268.8331270193203,3498.8432506640643,3694.760847185887,3851.7617751451985,3965.980150639432,4034.6035381948673,4055.94220226192,4029.470714112296,3955.8408896380706,3836.8657394811767,3675.474826694361,3475.6421311761687,3242.2881970969493,2981.1589727710384,2698.6843263395485,2401.819721077228
2130.6986738596493,2434.241248819451,2729.9056338190417,3010.4115904458954,3268.8521311019617,3498.8635919613102,3694.7823274933094,3851.784168212157,3966.0032077401183,4034.626994252759,4055.9657823768434,4029.494140329382,3955.863887791926,3836.888045946745,3675.496194878248,3475.662337588588,3242.3070468547835,2981.1763043965097,2698.7000157363354,2401.833684586131
2130.711601745827,2434.2560184319636,2729.9221973574454,3010.429855937336,3268.8719646658546,3498.884821105921,3694.804745363076,3851.807538681159,3966.0272712262795,4034.651474109621,4055.9903917055203,4029.5185890429616,3955.8878897583727,3836.9113260344197,3675.518495730564,3475.683425960982,3242.3267193579723,2981.194392504609,2698.7163899365264,2401.848257567695
2130.725070197878,2434.271405620186,2729.9394534826697,3010.4488851809624,3268.8926275492217,3498.9069379247367,3694.828100612331,3851.831886361577,3966.052340901636,4034.676977565779,4056.01603004722,4029.544060053613,3955.912895341633,3836.935579554312,3675.541729069407,3475.705396121339,3242.347214446053,2981.213236947797,2698.7334488065617,2401.8634399030534
2130.7390791059424,2434.2874102586084,2729.957402053962,3010.4686780215575,3268.914119583522,3498.929942237356,3694.852393050572,3851.857211054815,3966.0784165617015,4034.7035044132076,4056.042697192817,4029.570553153577,3955.938904337743,3836.960806308592,3675.5658947052702,3475.7282478904553,3242.3685319518527,2981.2328375723646,2698.751192207296,2401.8792314683683
2130.7536283557556,2434.3040322166867,2729.9760429249213,3010.489234297678,3268.936440593452,3498.953833856141,3694.8776224796547,3851.883512554308,3966.1054979937867,4034.7310544355373,4056.070392924797,4029.5980681267583,3955.965916534558,3836.9870060914945,3675.5909924410425,3475.751981081937,3242.3906717014916,2981.253194218437,2698.7696199940037,2401.895632134833
2130.7687178286433,2434.3212713588405,2729.9953759434998,3010.5105538416524,3268.959590396946,3498.9786125862147,3694.9037886937886,3851.910790645521,3966.133584976995,4034.7596274080497,4056.099117017254,4029.6266047487247,3955.993931711745,3837.014178689315,3675.6170220720087,3475.7765955021982,3242.4136335143826,2981.2743067199694,2698.7887320163736,2401.9126417686716
2130.784347401525,2434.3391275444556,2730.015400952004,3010.532636479584,3268.983568805179,3499.0042782254645,3694.930891479545,3851.939045105957,3966.16267728223,4034.7892230976845,4056.128869235894,4029.6561627867122,3956.0229496407946,3837.042323880415,3675.643983385853,3475.802090950468,3242.4374172032335,2981.2961749047554,2698.808528118516,2401.930260231143
2130.8005169469147,2434.357600627884,2730.036117787096,3010.555482031352,3269.008375622565,3499.0308305645435,3694.958930615855,3851.968275705152,3966.192774672195,4034.8198412630386,4056.1596493380375,4029.686741999625,3956.0529700850157,3837.0714414352233,3675.6718761626607,3475.8284672187865,3242.462022574047,2981.3187985944214,2698.8290081389587,2401.9484873785377
2130.817226332924,2434.3766904584472,2730.057526279795,3010.5790903106117,3269.034010646764,3499.0582693868737,3694.9879058740116,3851.9984822046817,3966.223876901395,4034.8514816543693,4056.191457072622,4029.718342138039,3956.083992799542,3837.1015311162373,3675.7007001749193,3475.8557240920127,3242.487449426126,2981.3421776044347,2698.8501719106544,2401.967323062184
2130.8344754232576,2434.3963968804346,2730.079626255478,3010.603461124797,3269.0604736686773,3499.0865944686434,3695.017817017672,3852.02966435816,3966.255983716138,4034.884144013595,4056.224292180199,4029.7509629441993,3956.1160175313285,3837.1325926780232,3675.730455187519,3475.883861347818,3242.5136975520704,2981.366311744098,2698.872019260975,2401.9867671284424
2130.8522640772217,2434.416719733108,2730.1024175338835,3010.6285942751238,3269.0877644724555,3499.1158055788146,3695.048663802861,3852.0618219112444,3966.2890948545396,4034.9178280743,4056.2581543929455,4029.7846041520297,3956.1490440191615,3837.1646258672226,3675.761140957759,3475.9128787566974,3242.5407667377835,2981.391200816558,2698.8945500117193,2402.006819418716
2130.8705921497185,2434.4376588506993,2730.1258999291094,3010.654489556588,3269.115882835496,3499.1459024791216,3695.080445977971,3852.0949546016354,3966.3232100465216,4034.9525335617327,4056.293043434656,4029.819265487129,3956.1830719936534,3837.197630422551,3675.7927572353437,3475.9427760819644,3242.56865676247,2981.416844618802,2698.9177639791105,2402.0274797694437
2130.889459491252,2434.4592140624145,2730.1500732496165,3010.68114675797,3269.144828528445,3499.1768849240716,3695.1131632837637,3852.1290621590797,3966.3583290138167,4034.9882601928116,4056.3289590207514,4029.854946666775,3956.2181011772477,3837.2316060747994,3675.825303762389,3475.9735530797557,3242.597367398638,2981.44324294166,2698.9416609737996,2402.048748012105
2130.908865947927,2434.4813851924346,2730.1749372982313,3010.708565661835,3269.1746013152015,3499.208752660952,3695.1468154533745,3852.1641443053727,3966.394451469971,4035.0250076761254,4056.3659008582795,4029.891647399927,3956.254131284223,3837.2665525468387,3675.858780273423,3476.005209499032,3242.626898412105,2981.4703955698105,2698.966240800866,2402.0706239732217
2130.928811361451,2434.5041720599165,2730.2004918721445,3010.736746044536,3269.2052009529184,3499.2415054298262,3695.181402212313,3852.2002007543597,3966.431577120344,4035.062775711936,4056.403868645917,4029.929367387229,3956.2911620206924,3837.302469553622,3675.893186495388,3476.037745081582,3242.6572495619957,2981.4983022817773,2698.99150325982,2402.093107474358
2130.9492955691367,2434.5275744789956,2730.226736762917,3010.7656876762144,3269.2366271920046,3499.2751429635423,3695.2169232784668,3852.2372312119405,3966.4697056621153,4035.1015639921825,4056.442862073974,4029.968106321011,3956.3291930846085,3837.339356802186,3675.928522147644,3476.071159562025,3242.6884206007453,2981.526962849935,2699.0174481446043,2402.116198332124
2130.970318403898,2434.551592258784,2730.253671756475,3010.795390320801,3269.268879776125,3499.309664987726,3695.2533783620997,3852.2752353760675,3966.508836784279,4035.1413722004786,4056.482880824391,4030.00786388529,3956.368224165762,3837.3772139916514,3675.9647869419673,3476.1054526678063,3242.7204112741,2981.5563770405065,2699.044075243592,2402.1398963581732
2130.9918796942607,2434.576225203377,2730.28129663312,3010.8258537360216,3269.301958442205,3499.345071220794,3695.2907671658595,3852.3142129367534,3966.5489701676565,4035.182200012123,4056.523924570748,4030.048639755778,3956.40825494579,3837.4160408132293,3676.001980582558,3476.1406241192094,3242.753221321123,2981.5865446135704,2699.071384339596,2402.1642013592095
