Lambda,Deviation,Position,parameters
0,0.1,1,51.25721893418886
0,0.1,2,0.38134627359069256
0,0.1,3,47.16980888327396
0,0.1,4,40.92061887546432
0,0.1,5,-0.004443437990465181
0,0.1,6,40.91830693560937
