Iteration,Lambda,Deviation,step_size,Morozov,Objective_Function,Tikhonov,Time_Spent
0,0,0.1,0.0003392314719137948,50.00000000000001,1794484.2560048085,149.4443888000329,0.0
1,0,0.1,0.006376040213126563,50.00000000000001,1006600.592510014,27589.83364228021,0.03943228721618652
2,0,0.1,0.0012458929996993309,50.00000000000001,97129.49473456983,29678.600772753744,0.07752752304077148
3,0,0.1,0.000552168150838868,50.00000000000001,92083.69962340746,29899.387141072082,0.12281680107116699
4,0,0.1,0.0012506253855087337,50.00000000000001,88284.37894583752,31563.269416646322,0.16405725479125977
5,0,0.1,0.000552662690265768,50.00000000000001,85310.8231477114,31733.420993166543,0.2035200595855713
6,0,0.1,0.0012554213664739437,50.00000000000001,83054.34570742496,33046.17661088301,0.25522613525390625
7,0,0.1,0.0005532569971749778,50.00000000000001,81287.86688004804,33175.546340103145,0.2982947826385498
8,0,0.1,0.0012600293617089965,50.00000000000001,79936.21784424565,34205.94874637395,0.3370499610900879
9,0,0.1,0.0005538869580704699,50.00000000000001,78875.5111479362,34303.32341239357,0.3750765323638916
10,0,0.1,0.001264292349128764,50.00000000000001,78057.07489926174,35110.49612420216,0.41665101051330566
11,0,0.1,0.00055448510626293,50.00000000000001,77412.42693983101,35183.26911358103,0.45670056343078613
12,0,0.1,0.0012683210345429232,50.00000000000001,76911.02818325757,35815.797498215536,0.4972810745239258
13,0,0.1,0.0005550283361314336,50.00000000000001,76514.37706338467,35869.95586700662,0.536309003829956
14,0,0.1,0.0012719507531309014,50.00000000000001,76203.57870499298,36366.582358247586,0.5733683109283447
15,0,0.1,0.0005555695918481201,50.00000000000001,75956.62793698409,36406.86453615835,0.6135759353637695
16,0,0.1,0.0012748489336453235,50.00000000000001,75761.81242787988,36797.94404525111,0.6540036201477051
17,0,0.1,0.0005560615045945462,50.00000000000001,75606.38272390496,36827.97480120775,0.6918635368347168
18,0,0.1,0.0012775492540990374,50.00000000000001,75483.02943220997,37137.14551151959,0.7310280799865723
19,0,0.1,0.0005564424182057082,50.00000000000001,75384.20644560993,37159.60995341139,0.7730178833007812
20,0,0.1,0.0012811760736111887,50.00000000000001,75305.35099433352,37405.32909728192,0.8226802349090576
21,0,0.1,0.0005567881859770333,50.00000000000001,75241.8688280612,37422.24592778918,0.867347240447998
22,0,0.1,0.0012839296650005714,50.00000000000001,75190.927173282,37618.48177527783,0.9096889495849609
23,0,0.1,0.0005573514347492459,50.00000000000001,75149.74721277934,37631.34591072374,0.9565718173980713
24,0,0.1,0.0012884279224798026,50.00000000000001,75116.5076027293,37789.32140981457,0.9966833591461182
25,0,0.1,0.0005575542797758436,50.00000000000001,75089.44720282758,37799.11578841872,1.0351064205169678
26,0,0.1,0.0012934870605063968,50.00000000000001,75067.45553924306,37927.05268774752,1.0851259231567383
27,0,0.1,0.00055833480560571,50.00000000000001,75049.43405708668,37934.57466313858,1.1287448406219482
28,0,0.1,0.0012995900830499532,50.00000000000001,75034.65715811437,38039.19206237061,1.169884204864502
29,0,0.1,0.0005590816650342528,50.00000000000001,75022.41750451153,38044.91847188673,1.216843843460083
30,0,0.1,0.0013078174077771907,50.00000000000001,75012.2656976133,38131.33735205742,1.2553820610046387
31,0,0.1,0.0005601809669018814,50.00000000000001,75003.74544449388,38135.6021619885,1.29266357421875
32,0,0.1,0.0013165589104370237,50.00000000000001,74996.57415349732,38207.7067082234,1.3322856426239014
33,0,0.1,0.0005619949007972013,50.00000000000001,74990.4563745381,38210.768163088476,1.37227463722229
34,0,0.1,0.0013255725230879834,50.00000000000001,74985.20790405205,38271.76993173787,1.4179036617279053
35,0,0.1,0.0005639382336790854,50.00000000000001,74980.63508965404,38273.73337216095,1.4579665660858154
36,0,0.1,0.0013384836839850308,50.00000000000001,74976.62544690684,38326.1735082314,1.503859519958496
37,0,0.1,0.0005652446761837777,50.00000000000001,74973.04278408126,38327.105399808075,1.5554163455963135
38,0,0.1,0.001352460751949788,50.00000000000001,74969.82393084843,38372.822949468056,1.5964546203613281
39,0,0.1,0.000566981914156432,50.00000000000001,74966.87976146003,38372.8349946831,1.6400651931762695
40,0,0.1,0.0013663666775440139,50.00000000000001,74964.17033875687,38413.50319352763,1.682612657546997
