Iteration,Lambda,Deviation,step_size,Morozov,Objective_Function,Tikhonov,Time_Spent
104,0,0.1,0.0009618006527443006,170.00000000000003,11534.26645697842,38966.2133911916,0.192732572555542
105,0,0.1,0.0005356900782658334,170.00000000000003,11252.576449374777,38873.11694800137,0.2365264892578125
106,0,0.1,0.0009642506887282663,170.00000000000003,10979.58142847001,39033.88415957293,0.28663086891174316
107,0,0.1,0.0005347357738533075,170.00000000000003,10713.083248818153,38943.5518713964,0.3307504653930664
108,0,0.1,0.0009666222624019371,170.00000000000003,10454.748650953496,39102.02823055721,0.3810117244720459
109,0,0.1,0.0005338199335618563,170.00000000000003,10202.544103300814,39014.36551160023,0.426455020904541
110,0,0.1,0.0009689291296237693,170.00000000000003,9958.009715767988,39170.548233850204,0.47165989875793457
111,0,0.1,0.0005329340798925121,170.00000000000003,9719.265692068211,39085.46948065234,0.5209267139434814
112,0,0.1,0.0009711896304586199,170.00000000000003,9487.731887539341,39239.361991634134,0.567965030670166
113,0,0.1,0.0005320905352914131,170.00000000000003,9261.667131332186,39156.77860813248,0.611243724822998
114,0,0.1,0.000973346381916557,170.00000000000003,9042.383071387338,39308.38017117971,0.6599831581115723
115,0,0.1,0.0005312952906289946,170.00000000000003,8828.276285140639,39228.21135268384,0.7068033218383789
116,0,0.1,0.0009753810796625678,170.00000000000003,8620.553905961418,39377.5206598724,0.7528424263000488
117,0,0.1,0.0005305385057488126,170.00000000000003,8417.730112737903,39299.68760625078,0.7958803176879883
118,0,0.1,0.0009773629280206526,170.00000000000003,8220.91579134705,39446.70436928366,0.8421599864959717
119,0,0.1,0.000529816987683263,170.00000000000003,8028.734868170258,39371.131756328774,0.8869040012359619
120,0,0.1,0.0009792729416249928,170.00000000000003,7842.217599607258,39515.864487808765,0.9341773986816406
121,0,0.1,0.0005291204319541319,170.00000000000003,7660.086041516995,39442.477969714106,0.9802658557891846
122,0,0.1,0.000981158733560626,170.00000000000003,7483.289555899961,39584.93673983873,1.0290215015411377
123,0,0.1,0.0005284461082005955,170.00000000000003,7310.646761204579,39513.664466908915,1.075627088546753
124,0,0.1,0.000982963702396445,170.00000000000003,7143.034734307353,39653.84941110192,1.1249213218688965
125,0,0.1,0.0005278123755550281,170.00000000000003,6979.355896481836,39584.62519937401,1.1703946590423584
126,0,0.1,0.0009846955527053702,170.00000000000003,6820.425402838624,39722.54707936535,1.218940258026123
127,0,0.1,0.0005271981202858213,170.00000000000003,6665.2238506167005,39655.3040407958,1.2629666328430176
128,0,0.1,0.000986415951524683,170.00000000000003,6514.492662609886,39790.976464817,1.3142151832580566
129,0,0.1,0.0005266088836098587,170.00000000000003,6367.297761371552,39725.6506792339,1.3607282638549805
130,0,0.1,0.0009880190350493084,170.00000000000003,6224.324642279032,39859.07414521259,1.4085838794708252
131,0,0.1,0.0005260704959501117,170.00000000000003,6084.703351372177,39795.60693786679,1.4549851417541504
132,0,0.1,0.000989503181430198,170.00000000000003,5949.068897172022,39926.797582476014,1.5012505054473877
133,0,0.1,0.0005255402002311421,170.00000000000003,5816.617041483345,39865.13479127655,1.5498058795928955
134,0,0.1,0.0009910751003405912,170.00000000000003,5687.935237855843,39994.11194607998,1.5942106246948242
135,0,0.1,0.0005250235653837158,170.00000000000003,5562.260578851954,39934.18731506648,1.638263463973999
136,0,0.1,0.0009924944338902363,170.00000000000003,5440.13913969408,40060.96043551792,1.6816506385803223
137,0,0.1,0.0005245359713454678,170.00000000000003,5320.880796330834,40002.727210325706,1.728241205215454
138,0,0.1,0.000993893867125557,170.00000000000003,5204.982441350313,40127.31108172999,1.77152419090271
139,0,0.1,0.0005240917682234215,170.00000000000003,5091.798334065375,40070.71422090643,1.8187847137451172
140,0,0.1,0.0009951696545751902,170.00000000000003,4981.7914041436425,40193.12675611572,1.8622584342956543
141,0,0.1,0.0005236598356110917,170.00000000000003,4874.362802800167,40138.11559243339,1.910956859588623
142,0,0.1,0.000996317182668633,170.00000000000003,4769.931114944,40258.35986527274,1.9601893424987793
143,0,0.1,0.0005232991476916839,170.00000000000003,4667.948056184048,40204.89484110372,2.0017430782318115
144,0,0.1,0.0009975231137058125,170.00000000000003,4568.809032631546,40323.01334037446,2.047649383544922
145,0,0.1,0.0005228267766243326,170.00000000000003,4471.984378387545,40271.03725232399,2.0961036682128906
146,0,0.1,0.000998901957142449,170.00000000000003,4377.837920742386,40387.04282453948,2.1408071517944336
147,0,0.1,0.0005224553326636845,170.00000000000003,4285.898295397608,40336.50839027654,2.1866931915283203
148,0,0.1,0.0010000555348322945,170.00000000000003,4196.49521736809,40450.425497038654,2.2338201999664307
149,0,0.1,0.0005221162852025208,170.00000000000003,4109.1815005657545,40401.28336693288,2.2805349826812744
150,0,0.1,0.0010009487758696025,170.00000000000003,4024.2595032587988,40513.12365587088,2.326577663421631
151,0,0.1,0.0005215430871928632,170.00000000000003,3941.332010340518,40465.366286725155,2.3723084926605225
152,0,0.1,0.0010028077615718818,170.00000000000003,3860.6640554570267,40575.16343090923,2.4233360290527344
153,0,0.1,0.0005215213499275947,170.00000000000003,3781.778279262331,40528.69838990128,2.4733941555023193
154,0,0.1,0.001002334437873828,170.00000000000003,3705.1619959893023,40636.40544766369,2.5222065448760986
155,0,0.1,0.0005213184321481124,170.00000000000003,3630.373271897694,40591.24690924634,2.573286771774292
156,0,0.1,0.0010032747305632683,170.00000000000003,3557.618004508029,40696.953870100624,2.6244149208068848
157,0,0.1,0.0005210637182213644,170.00000000000003,3486.5504264100105,40653.03039629779,2.6731791496276855
158,0,0.1,0.0010039707359013562,170.00000000000003,3417.414008493499,40756.74850591251,2.716602087020874
159,0,0.1,0.0005208158279611779,170.00000000000003,3349.90152586572,40714.029941825785,2.7592172622680664
160,0,0.1,0.0010047055506284487,170.00000000000003,3284.204013226406,40815.79235396127,2.8039157390594482
161,0,0.1,0.0005205758224869528,170.00000000000003,3220.0390549447015,40774.242586641325,2.848822832107544
162,0,0.1,0.0010054616959263914,170.00000000000003,3157.603504585148,40874.07354668901,2.893293857574463
