0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2062.714563445993,2166.369264392736,2266.8396468467718,2361.651796549999,2448.47112371324,2525.1598483649095,2589.8296395887965,2640.8881124982386,2677.078038036848,2697.5083001303874,2701.6758379219614,2689.4780327998765,2661.215235208433,2617.5833690231793,2559.6567955954583,2488.861859410336,2406.9417667516122,2315.913662177745,2218.018959728302,2115.668151871479
2063.6641781565004,2171.153910027979,2275.3415095518817,2373.661532249112,2463.6930128554163,2543.2190775209147,2610.2815306016646,2663.2290719352977,2700.757957331364,2721.944101080184,2726.26583000988,2713.6167288112083,2684.308260335639,2639.062096346272,2578.992347563934,2505.5781305637124,2420.6271470159704,2326.231172071804,2224.7145479166165,2118.5769507514706
2064.613530176167,2175.9372320921225,2283.8410203963476,2385.6679457086498,2478.910691183651,2561.273310972826,2630.7277640311013,2685.5638512180685,2724.4313260766444,2746.373142382058,2750.849019796157,2737.7487473624196,2707.394897265477,2660.5348820333684,2598.3225507605825,2522.2897775139454,2434.3087415090968,2336.5458278447936,2231.408283911959,2121.4849449737244
2065.562610135271,2180.719183375709,2292.338095493428,2397.6709184301594,2494.124008505603,2579.322370532648,2651.168138081037,2707.8922299112955,2748.097910626096,2770.7951829312356,2775.4251646546336,2761.8738502802316,2730.474918142161,2682.0015141567433,2617.647214404103,2538.9966353238265,2447.986415199177,2346.857527695227,2238.100101649858,2124.3921058375117
2066.5114086667763,2185.49971668281,2300.832650980423,2409.670331949145,2509.332814671972,2597.3660780634505,2671.602451013232,2730.2139876428964,2771.757477400084,2795.209981692035,2799.9940220286817,2785.9917994596167,2753.5480951752024,2703.461780849403,2636.9661477678665,2555.6985391034136,2461.6600330930937,2357.1661698507887,2244.7899350847733,2127.298404650329
2067.4599164064252,2190.2787848314915,2309.324603019499,2421.66606783624,2524.5369595779807,2615.4042554811235,2692.0305011492674,2752.528904106134,2795.4097928882366,2819.6172977002498,2824.555349433598,2810.102356866154,2776.6142006416594,2724.9154703071804,2656.2791601818003,2572.39532401166,2475.3294602377587,2367.4716525693434,2251.4777181907502,2130.2038127281794
2068.408123992829,2195.0563406542806,2317.8138677985175,2433.658007698374,2539.736293164858,2633.436724756139,2712.452086872536,2774.836759061791,2819.054623651748,2844.0168900655235,2849.1089044589976,2834.205284538376,2799.673006888383,2746.362370790821,2675.5860610342684,2589.0868252580376,2488.994561721444,2377.773874139936,2258.1633849620694,2133.1083013958587
2069.3560220675613,2199.8323369986297,2326.300361531862,2445.6460331799417,2554.930665421317,2651.4633079153045,2732.86700663023,2797.137332340345,2842.691736325685,2868.4085179737313,2873.6544447712035,2858.3003445901168,2822.7242863342644,2767.8022706280753,2694.8866597739548,2605.7728781041696,2502.6552026751156,2388.0727328837997,2264.8468694138987,2136.0118419872365
2070.3036012752514,2204.606726727383,2334.7840004612667,2457.630025963972,2570.119926385038,2669.4838270435225,2753.2750589353345,2819.4304038441414,2866.3208976212873,2892.7919406893516,2898.1917281156434,2882.387299212861,2845.767811472482,2789.234958215788,2714.1807659117408,2622.45331786545,2516.3112482737615,2398.368127155356,2271.5281055829446,2138.914405845539
2071.250852263674,2209.379462719242,2343.2647008566396,2469.6098677732934,2585.303926144147,2687.4981042855443,2773.6760423686114,2841.7157535495644,2889.9418743282736,2917.1669175578477,2922.720512319237,2906.4659106780914,2868.8033548727462,2810.660222021985,2733.4681890225893,2639.127979912673,2529.9625637377258,2408.65995534322,2278.207027528104,2141.8159643236327
