0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2112.852593380942,2414.5802881912623,2708.4942424463666,2987.3573191480023,3244.3029838542875,3473.0043815463805,3667.8301247966797,3823.9829572167914,3937.6178778309945,4005.9368177610872,4027.257537968428,4001.0550515620994,3927.9745507184916,3809.81551990865,3649.4874266184556,3450.9380806031463,3219.0564257091205,2959.55215785096,2678.8151333486194,2383.7580294581153
2119.4906515668167,2422.1662998693564,2717.00365878416,2996.742854025649,3254.4957782058186,3483.9156988984405,3679.3535362549987,3835.9969620987786,3949.9888954157836,4018.5224764902105,4039.9101811060923,4013.625372994063,3940.3152713641193,3821.7850142206667,3660.9532098739483,3461.780071117136,3229.169901644173,2968.8503358163757,2687.2313052955296,2391.2472052530384
2126.1286465023427,2429.7522392645833,2725.512994040479,3006.1282994737767,3264.6884754359066,3494.8269122826528,3690.8768379131666,3848.010852506025,3962.3597951240567,4031.1080152976224,4052.5627036837877,4026.1955746504564,3952.6558744219137,3833.7543944820577,3672.418883878397,3472.6219583238544,3239.2832812135625,2978.1484251846473,2695.647397049439,2398.736309687789
2132.7665126731904,2437.338031506783,2734.022164231619,3015.5135628618277,3274.8809749467437,3505.737914009746,3702.3999160408484,3860.024509866281,3974.7304548600277,4043.6933099691355,4065.2149808262243,4038.7655324684624,3964.996238095104,3845.723542559873,3683.8843354702285,3483.4636352182515,3249.3964646023155,2987.446334187387,2704.0633255469193,2406.225268847929
2139.404184566301,2444.923601727249,2742.5310853755072,3024.898551561042,3285.0731761424763,3516.648596392539,3713.9226569099164,3872.0378156096003,3987.1007525302803,4056.278236292973,4077.866887660536,4051.335122387674,3977.336240589285,3857.692340323453,3695.349451490065,3494.304994797355,3259.509351997396,2996.743971057987,2712.4790077261546,2413.7140088204565
2146.0415966705314,2452.508875059466,2751.0396734925257,3034.28317294537,3295.264978430192,3527.558851747,3725.4449467955687,3884.050651169505,3999.47056604497,4068.8626700609925,4090.5182993175094,4063.904220351312,3989.675760113612,3869.6606696455965,3706.8141187818396,3505.145930061321,3269.621843588688,3006.0412440325244,2720.894360527758,2421.2024556945303
2152.6786834773047,2460.093776639848,2759.547844606345,3043.6673343923867,3305.4562812209174,3538.4685723933144,3736.966671977456,3896.0628979841567,4011.839773319031,4081.4464870699135,4103.169090932819,4076.472702307454,4002.0146748820093,3881.6284124037243,3718.278224193914,3515.986334014496,3279.733839569981,3015.338061350669,2729.3093008955966,2428.6905355622034
2159.3153794812533,2467.6782316084777,2768.0555147447512,3053.0509432842073,3315.646983930608,3549.3776506569434,3748.4877187408024,3908.0744374975297,4024.2082522733813,4094.0295631225413,4115.819137648258,4089.0404442102567,4014.3528631143695,3893.595450481046,3729.741654580196,3526.8260996664685,3289.8452401399572,3024.634331256586,2737.723745777604,2436.1781745191497
2165.951619180867,2475.262165109849,2776.562599940475,3062.4339070084006,3325.8369859811423,3560.2859788696896,3760.0079733775283,3920.0851511605783,4036.575880836128,4106.611774028997,4128.468314612975,4101.607322021183,4026.690203037757,3905.561665767729,3741.2042968012574,3537.6651200331294,3299.9559455031763,3033.9299619998455,2746.1376121266085,2443.6652986653967
2172.587337079139,2482.8455022935977,2785.0690162320197,3071.816132958903,3336.0261868013145,3571.1934493707563,3771.527322187371,3932.0949204324074,4048.9425369437686,4119.1929956079375,4141.116496984697,4114.173211710221,4039.0265728876057,3917.526940162058,3752.6660377254457,3548.503288137722,3310.065855871057,3043.224861836325,2754.5508169011446,2451.1518341060514
2179.2224676842125,2490.4281683152476,2793.5746796644903,3081.1975285369313,3346.214485827825,3582.0999545078125,3783.0456514790067,3944.1036267814425,4061.3080985424003,4131.773103687784,4153.763559930971,4126.737989257112,4051.361850908926,3929.4911555716053,3764.1267642300045,3559.3404970119027,3320.1748714628657,3052.5189390291143,2762.963277066278,2458.6377069520304
2185.856945510028,2498.0100883369473,2802.079506290424,3090.578001151899,3356.401782506276,3593.005386638058,3794.562847571178,3956.111151686601,4073.6724435889237,4144.351974107952,4166.409378630393,4139.301530652576,4063.6959153575053,3941.4541939143955,3775.5863632021915,3570.176639696796,3330.2828925067,3061.8121018494257,2771.374909594423,2466.1228433207925
2192.490705076967,2505.5911875282072,2810.5834121706143,3099.9574582223295,3366.5879762921636,3603.9096381292793,3806.078796793808,3968.117376638459,4086.035450052244,4156.929482720066,4179.053828273837,4151.863711899531,4076.0286445011066,3953.415937120071,3787.044721540392,3581.0116092440485,3340.389819240474,3071.104258577493,2779.785631466164,2473.607169337063
2199.1236809125003,2513.1713910666376,2819.0863133749435,3109.335807176766,3376.772966651865,3614.8126013609153,3817.5933854891264,3980.122183140423,4098.396995914478,4169.505505389193,4191.696784065689,4164.424409014318,4088.3599166206704,3965.3762671310524,3798.5017261552325,3591.845298716883,3350.495551912899,3080.39531750348,2788.195359671069,2481.090611133565
