0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
2000.0,2098.75,2195.0,2288.75,2380.0,2468.75,2555.0,2638.75,2720.0,2798.75,2875.0,2948.75,3020.0,3088.75,3155.0,3218.75,3280.0,3338.75,3395.0,3448.75,3500.0,3548.75,3595.0,3638.75,3680.0,3718.75,3755.0,3788.75,3820.0,3848.75,3875.0,3898.75,3920.0,3938.75,3955.0,3968.75,3980.0,3988.75,3995.0,3998.75,4000.0,3998.75,3995.0,3988.75,3980.0,3968.75,3955.0,3938.75,3920.0,3898.75,3875.0,3848.75,3820.0,3788.75,3755.0,3718.75,3680.0,3638.75,3595.0,3548.75,3500.0,3448.75,3395.0,3338.7500000000005,3280.0,3218.7499999999995,3155.0,3088.7500000000005,3020.0,2948.75,2875.0,2798.75,2720.0,2638.7499999999995,2555.0,2468.7500000000005,2380.0,2288.749999999999,2195.0,2098.7500000000005
2000.145444104205,2098.90262540685,2195.1596249043646,2288.916442596749,2380.173078484004,2468.929532566128,2555.185804843122,2638.9418953149852,2720.1978039817186,2798.9535308433215,2875.2090758997942,2948.964439151137,3020.219620597349,3088.9746202384313,3155.229438074383,3218.9840741052044,3280.238528330896,3338.992800751457,3395.2468913668877,3449.000800177188,3500.2545271823583,3549.0080723823985,3595.261435777308,3639.014617367088,3680.267617151737,3719.020435131256,3755.2730713056444,3789.025525674903,3820.277798239031,3849.029888998029,3875.281797951897,3899.033525100634,3920.2850704442412,3939.0364339827183,3955.287615716065,3969.0386156442814,3980.2894337673674,3989.0400700853234,3995.290524598149,3999.0407973058445,4000.29088820841,3999.0407973058445,3995.290524598149,3989.0400700853234,3980.2894337673674,3969.0386156442814,3955.287615716065,3939.0364339827183,3920.2850704442412,3899.033525100634,3875.281797951897,3849.029888998029,3820.277798239031,3789.025525674903,3755.2730713056444,3719.020435131256,3680.267617151737,3639.014617367088,3595.261435777308,3549.0080723823985,3500.2545271823583,3449.000800177188,3395.2468913668877,3338.9928007514573,3280.238528330896,3218.984074105204,3155.229438074383,3088.9746202384317,3020.219620597349,2948.964439151137,2875.2090758997942,2798.9535308433215,2720.1978039817186,2638.941895314985,2555.185804843122,2468.9295325661283,2380.173078484004,2288.9164425967483,2195.1596249043646,2098.9026254068503
2000.29088820764,2099.055250812892,2195.3192498078847,2289.082885192618,2380.3461569670917,2469.1090651313057,2555.37160968526,2639.133790628955,2720.3956079623904,2799.157061685566,2875.4181517984825,2949.1788783011393,3020.4392411935364,3089.199240475674,3155.458876147552,3219.2181482091705,3280.47705666053,3339.235601501629,3395.493782732469,3449.251600353049,3500.50905436337,3549.2661447634314,3595.522871553233,3639.279234732775,3680.5352343020577,3719.2908702610807,3755.546142609844,3789.301051348348,3820.555596476592,3849.3097779945774,3875.5635959023025,3899.3170501997683,3920.5701408869745,3939.322867963921,3955.5752314306083,3969.327231287036,3980.5788675332037,3989.330140169112,3995.581049194761,3999.33159461015,4000.58177641528,3999.33159461015,3995.581049194761,3989.330140169112,3980.5788675332037,3969.327231287036,3955.5752314306083,3939.322867963921,3920.5701408869745,3899.3170501997683,3875.5635959023025,3849.3097779945774,3820.555596476592,3789.301051348348,3755.546142609844,3719.2908702610807,3680.5352343020577,3639.279234732775,3595.522871553233,3549.2661447634314,3500.50905436337,3449.251600353049,3395.493782732469,3339.2356015016294,3280.47705666053,3219.21814820917,3155.458876147552,3089.1992404756743,3020.4392411935364,2949.1788783011393,2875.4181517984825,2799.157061685566,2720.3956079623904,2639.1337906289546,2555.37160968526,2469.109065131306,2380.3461569670917,2289.082885192617,2195.3192498078847,2099.0552508128926
2000.4363323095374,2099.2078762173205,2195.4788747097173,2289.2493277867266,2380.5192354483493,2469.288597694585,2555.557414525434,2639.3256859408957,2720.593411940971,2799.360592525659,2875.62722769496,2949.3933174488743,3020.6588617874013,3089.4238607105417,3155.688314218295,3219.4522223106615,3280.7155849876413,3339.478402249234,3395.7406740954398,3449.5024005262585,3500.76358154169,3549.5242171417353,3595.7843073263934,3639.5438520956645,3680.8028514495486,3719.561305388046,3755.819213911156,3789.5765770188796,3820.8333947112164,3849.589666988166,3875.8453938497287,3899.6005752959045,3920.8552113266933,3939.609301942095,3955.8628471421102,3969.615846926738,3980.868301295979,3989.6202102498337,3995.871573788301,3999.6223919113813,4000.872664619075,3999.6223919113813,3995.871573788301,3989.6202102498337,3980.868301295979,3969.615846926738,3955.8628471421102,3939.609301942095,3920.8552113266933,3899.6005752959045,3875.8453938497287,3849.589666988166,3820.8333947112164,3789.5765770188796,3755.819213911156,3719.561305388046,3680.8028514495486,3639.5438520956645,3595.7843073263934,3549.5242171417353,3500.76358154169,3449.5024005262585,3395.7406740954398,3339.4784022492345,3280.7155849876413,3219.452222310661,3155.688314218295,3089.423860710542,3020.6588617874013,2949.3933174488743,2875.62722769496,2799.360592525659,2720.593411940971,2639.3256859408953,2555.557414525434,2469.2885976945854,2380.5192354483493,2289.2493277867256,2195.4788747097173,2099.207876217321
2000.5817764091266,2099.3605016193274,2195.6384996090164,2289.4157703781943,2380.6923139268606,2469.4681302550157,2555.743219362659,2639.5175812497914,2720.7912159164125,2799.5641233625215,2875.83630358812,2949.607756593206,3020.8784823777814,3089.6484809418453,3155.9177522853975,3219.6862964084385,3280.954113310968,3339.721202992986,3395.9875654544926,3449.753200695488,3501.0181087159717,3549.7822895159443,3596.045743095405,3639.808469454355,3681.070468592793,3719.83174051072,3756.0922852081353,3789.8521026850394,3821.111192941432,3849.869555977313,3876.127191792683,3899.8841003875414,3921.140281761888,3939.895735915724,3956.150462849048,3969.904462561861,3981.157735054162,3989.910280325952,3996.1620983772304,3999.9131892079977,4001.1635528182533,3999.9131892079977,3996.1620983772304,3989.910280325952,3981.157735054162,3969.904462561861,3956.150462849048,3939.895735915724,3921.140281761888,3899.8841003875414,3876.127191792683,3849.869555977313,3821.111192941432,3789.8521026850394,3756.0922852081353,3719.83174051072,3681.070468592793,3639.808469454355,3596.045743095405,3549.7822895159443,3501.0181087159717,3449.753200695488,3395.9875654544926,3339.7212029929865,3280.954113310968,3219.686296408438,3155.9177522853975,3089.6484809418457,3020.8784823777814,2949.607756593206,2875.83630358812,2799.5641233625215,2720.7912159164125,2639.517581249791,2555.743219362659,2469.468130255016,2380.6923139268606,2289.4157703781934,2195.6384996090164,2099.360501619328
2000.72722050564,2099.513127018106,2195.79812450494,2289.5822129661415,2380.8653924017117,2469.6476628116493,2555.9290241959548,2639.7094765546285,2720.98901988767,2799.76765419508,2876.0453794768573,2949.822195733003,3021.0981029635163,3089.8731011683976,3156.1471903476468,3219.920370501264,3281.1926416292495,3339.9640037316026,3396.2344568083236,3450.004000859413,3501.27263588487,3550.040361884695,3596.3071788588877,3640.0730868074484,3681.3380857303773,3720.102175627674,3756.3653564993388,3790.1276283453717,3821.388991165772,3850.1494449605407,3876.408989729677,3900.167625473182,3921.425352191054,3940.1821698832946,3956.438078549903,3970.193078190879,3981.4471688062235,3990.2003503959354,3996.4526229600156,4000.2039864984636,4001.45444101128,4000.2039864984636,3996.4526229600156,3990.2003503959354,3981.4471688062235,3970.193078190879,3956.438078549903,3940.1821698832946,3921.425352191054,3900.167625473182,3876.408989729677,3850.1494449605407,3821.388991165772,3790.1276283453717,3756.3653564993388,3720.102175627674,3681.3380857303773,3640.0730868074484,3596.3071788588877,3550.040361884695,3501.27263588487,3450.004000859413,3396.2344568083236,3339.964003731603,3281.1926416292495,3219.9203705012637,3156.1471903476468,3089.873101168398,3021.0981029635163,2949.822195733003,2876.0453794768573,2799.76765419508,2720.98901988767,2639.709476554628,2555.9290241959548,2469.6476628116498,2380.8653924017117,2289.5822129661406,2195.79812450494,2099.5131270181064
2000.8726645983068,2099.665752412848,2195.9577493966417,2289.7486555496876,2381.0384708719853,2469.827195363535,2556.114829024337,2639.901371854391,2721.186823853697,2799.9711850222557,2876.254455360066,2950.0366348671287,3021.317723543443,3090.09772138901,3156.376628403829,3220.1544445879,3281.4311699412233,3340.2068044637986,3396.4813481556257,3450.254801016705,3501.527163047037,3550.2984342466207,3596.5686146154567,3640.3377041535446,3681.6057028608843,3720.372610737477,3756.638427783321,3790.4031539984176,3821.666789382766,3850.4293339363667,3876.6907876592195,3900.451150551324,3921.710422612681,3940.4686038432906,3956.725694243152,3970.481693812265,3981.736602550631,3990.490420458248,3996.7431475351177,4000.4947837812397,4001.7453291966135,4000.4947837812397,3996.7431475351177,3990.490420458248,3981.736602550631,3970.481693812265,3956.725694243152,3940.4686038432906,3921.710422612681,3900.451150551324,3876.6907876592195,3850.4293339363667,3821.666789382766,3790.4031539984176,3756.638427783321,3720.372610737477,3681.6057028608843,3640.3377041535446,3596.5686146154567,3550.2984342466207,3501.527163047037,3450.254801016705,3396.4813481556257,3340.206804463799,3281.4311699412233,3220.1544445878994,3156.376628403829,3090.0977213890105,3021.317723543443,2950.0366348671287,2876.254455360066,2799.9711850222557,2721.186823853697,2639.9013718543906,2556.114829024337,2469.8271953635353,2381.0384708719853,2289.7486555496866,2195.9577493966417,2099.6657524128486
2001.0181086863583,2099.8183778027474,2196.1173742832784,2289.9150981279513,2381.2115493367664,2470.0067279097234,2556.3006338468226,2640.093267148064,2721.3846278134474,2800.1747158429725,2876.46353123664,2950.2510739944496,3021.537344116401,3090.322341602495,3156.6060664527304,3220.3885186671077,3281.669698245628,3340.4496051882893,3396.7282394950935,3450.505601166039,3501.7816902011273,3550.556506600357,3596.8300503637292,3640.602321491243,3681.8733199828994,3720.6430458386976,3756.9114990586377,3790.67867964272,3821.9445875909446,3850.709222903311,3876.972585579819,3900.7346756204697,3921.9954930252625,3940.755037794197,3957.0133099272734,3970.770309424492,3982.026036285853,3990.7804905113558,3997.033672101001,4000.7855810547876,4002.0362173727167,4000.7855810547876,3997.033672101001,3990.7804905113558,3982.026036285853,3970.770309424492,3957.0133099272734,3940.755037794197,3921.9954930252625,3900.7346756204697,3876.972585579819,3850.709222903311,3821.9445875909446,3790.67867964272,3756.9114990586377,3720.6430458386976,3681.8733199828994,3640.602321491243,3596.8300503637292,3550.556506600357,3501.7816902011273,3450.505601166039,3396.7282394950935,3340.4496051882898,3281.669698245628,3220.3885186671073,3156.6060664527304,3090.3223416024953,3021.537344116401,2950.2510739944496,2876.46353123664,2800.1747158429725,2721.3846278134474,2640.0932671480637,2556.3006338468226,2470.006727909724,2381.2115493367664,2289.9150981279504,2196.1173742832784,2099.818377802748
2001.1635527690262,2099.9710031869968,2196.276999164006,2290.081540700054,2381.384627795141,2470.1862604492667,2556.486438662431,2640.285162434634,2721.5824317658758,2800.378246656156,2876.672607105475,2950.465513113833,3021.7569646812294,3090.546961807665,3156.8355044931386,3220.6225927376513,3281.908226541203,3340.692405903793,3396.9751308254217,3450.7564013060896,3502.0362173457956,3550.8145789445407,3597.0914861023243,3640.866938819147,3682.140937095008,3720.913480929908,3757.1845703238464,3790.954205276824,3822.22238578884,3850.989111859895,3877.254383489988,3901.01820067912,3922.2805634272913,3941.0414717345006,3957.300925600749,3971.0589250260364,3982.315470010362,3991.0705605537264,3997.3241966561295,4001.0763783175717,4002.3271055380524,4001.0763783175717,3997.3241966561295,3991.0705605537264,3982.315470010362,3971.0589250260364,3957.300925600749,3941.0414717345006,3922.2805634272913,3901.01820067912,3877.254383489988,3850.989111859895,3822.22238578884,3790.954205276824,3757.1845703238464,3720.913480929908,3682.140937095008,3640.866938819147,3597.0914861023243,3550.8145789445407,3502.0362173457956,3450.7564013060896,3396.9751308254217,3340.6924059037933,3281.908226541203,3220.622592737651,3156.8355044931386,3090.5469618076654,3021.7569646812294,2950.465513113833,2876.672607105475,2800.378246656156,2721.5824317658758,2640.2851624346335,2556.486438662431,2470.186260449267,2381.384627795141,2290.081540700053,2196.276999164006,2099.971003186997
2001.3089968455402,2100.1236285647888,2196.4366240379804,2290.247983265115,2381.557706246193,2470.365792981214,2556.672243470178,2640.4770577130844,2721.7802357099345,2800.5817774607276,2876.881682965464,2950.679952224143,3021.976585236766,3090.7715820033313,3157.06494252384,3220.8566667982914,3282.146754826686,3340.9352066090237,3397.2220221453044,3451.0072014355283,3502.290744479695,3551.0726512778056,3597.3529218298586,3641.1315561358547,3682.408554195794,3721.1839160096765,3757.457641577502,3791.22973089927,3822.5001839749816,3851.2690008046366,3877.536181388234,3901.3017257257748,3922.565633817259,3941.3279056626857,3957.588541262056,3971.347540615369,3982.604903722625,3991.3606305838243,3997.6147211989664,4001.367175568052,4002.6179936910803,4001.367175568052,3997.6147211989664,3991.3606305838243,3982.604903722625,3971.347540615369,3957.588541262056,3941.3279056626857,3922.565633817259,3901.3017257257748,3877.536181388234,3851.2690008046366,3822.5001839749816,3791.22973089927,3757.457641577502,3721.1839160096765,3682.408554195794,3641.1315561358547,3597.3529218298586,3551.0726512778056,3502.290744479695,3451.0072014355283,3397.2220221453044,3340.935206609024,3282.146754826686,3220.856666798291,3157.06494252384,3090.771582003332,3021.976585236766,2950.679952224143,2876.881682965464,2800.5817774607276,2721.7802357099345,2640.477057713084,2556.672243470178,2470.3657929812143,2381.557706246193,2290.2479832651143,2196.4366240379804,2100.123628564789
