Iteration,Lambda,Deviation,Alpha,Morozov,Objective_Function,Tikhonov,Time_Spent
0,1e-05,0.1,-725.7927335560646,0.20000000000000004,1594.3195576676983,2.2574071399498162e-05,0.0
