0,1,2,3,4,5,6,7,8
334.1323624647239,334.12918949975983,334.1201526218966,334.1065946903128,334.08948682937825,334.0695468187914,334.04731498992203,334.02320440214294,333.9975338340095
334.23699361578326,334.2233929243145,334.20683277526274,334.1878316688856,334.166820132112,334.14415205789754,334.12011737554025,334.0949536951043,334.06885618887617
334.4516652806402,334.4286583705426,334.4046658299749,334.37989642264057,334.3545231516377,334.32868942487187,334.3025142027941,334.2760962961938,334.24951789190163
334.7341555144045,334.70281217876067,334.6721639316728,334.6421719684306,334.612805618649,334.5840396819442,334.55585270158826,334.52822583978195,334.501142098648
335.04907030646507,335.0104920247043,334.9740494540242,334.9394935535153,334.90662101704294,334.8752636006386,334.84528035700936,334.8165518901915,334.78897599749587
335.3662423940986,335.3215372250511,335.28017851526624,335.2417408823155,335.205876249996,335.17229640199145,335.14076012585053,335.1110635880138,335.0830329815844
335.66039878974533,335.61067755450136,335.56528814774833,335.5236617865187,335.48533266681176,335.4499150037165,335.41708603383216,335.38657323562114,335.3581445437953
335.91102119742663,335.85739661722835,335.808867004147,335.7647525749241,335.7244963940451,335.6876371465352,335.6537889350949,335.62262605911053,335.5938713460045
336.1022499935654,336.04583621661607,335.99506068718426,335.94916463232636,335.9075262635963,335.8696305137997,335.83504655367335,335.80341083395354,335.7744140769952
336.22281211925485,336.1647243031547,336.1125998358757,336.0656326917466,336.02316228531146,335.9846413922376,335.94961230204274,335.9176888212761,335.8885424638148
336.2659700730273,336.20732397814436,336.1547491570938,336.1074239052298,336.064674763264,336.02594383584204,335.99076449182576,335.95874302284864,335.92954456779245
336.22949145156133,336.1714030379448,336.11927697908914,336.0723074110791,336.0298338800139,335.99130926955,335.9562759585891,335.9243478282172,335.8951964548898
336.11563885933145,336.0592238845632,336.00844516457335,335.9625442507192,335.92089961831397,335.8829964166741,335.84840399573744,335.8167589556679,335.7877521442609
335.9311801397482,335.8775537553485,335.82901933666477,335.7848975891995,335.74463197502433,335.70776150551944,335.67390055344686,335.6427236433077,335.61395379142243
335.6874190009016,335.6376953417851,335.59229948001547,335.550663291535,335.5123215088687,335.47688878743304,335.4440427277574,335.41351111105854,335.38506212545735
335.400246387057,335.3555381237428,335.31417118253296,335.2757210401581,335.23984032398926,335.20624139436717,335.1746835119207,335.1449632319008,335.11690706794735
335.0902144780292,335.0516321048945,335.01517872520435,334.98060657871184,334.94771343349896,334.9163319160525,334.8863217648146,334.8575641117172,334.82995715297415
334.78264665481476,334.7512955977882,334.72062775458426,334.69060791942763,334.66120844264157,334.63240641141346,334.6041819612701,334.57651725802845,334.54939583811364
334.50789362032543,334.4848468075351,334.4607710723455,334.4358997991465,334.4104219340635,334.38449074909994,334.3582309251904,334.33174423896577,334.3051140680451
334.3029755904526,334.28862453548066,334.27134095299243,334.2516933362113,334.23013266752054,334.20701717396196,334.18263238009354,334.1572068499336,334.1309253903065
