0,1,2,3,4,5,6,7,8
334.2752539681158,334.2712119614941,334.2605803812514,334.24552059432085,334.22716990555284,334.20626398221185,334.18332525731535,334.1587453191805,334.1328331846325
334.2834112362369,334.27714094199376,334.2656668695143,334.2501834809177,334.2315850733664,334.2105260710297,334.1874920832677,334.1628492050999,334.1368751014696
334.30205166254007,334.2933612117068,334.2803572666922,334.2638852720957,334.2446341603397,334.22314484817537,334.1998380552523,334.1750413700098,334.1490110347625
334.32966190899185,334.3184927686461,334.3037096129723,334.28597414891334,334.2658352305713,334.243737386325,334.2200368383459,334.19501830410763,334.1689098240869
334.36515134083805,334.35151190125663,334.334862065311,334.31573963579774,334.29459149816023,334.27178433693354,334.24761696189114,334.22233235447044,334.19612836752214
334.4076406648961,334.39156993356397,334.37303649499427,334.35248097003,334.33026898653225,334.30670222455956,334.2820287876102,334.2564525826549,334.2301414628491
334.4563652320508,334.4379167376924,334.4175166481213,334.3955222138419,334.3722294752283,334.3478833154895,334.32268613811357,334.2968053333043,334.27037960813635
334.5106291752117,334.4898636963259,334.46763115156364,334.444213468733,334.4198441334363,334.39471654045786,334.36899095693786,334.3428003591463,334.3162553049664
334.5697825125443,334.5467646014206,334.52274290849533,334.4979292886438,334.4724992823852,334.44659841947004,334.4203474313669,334.39384658460403,334.3671792791411
334.633209228807,334.6080054635982,334.58224287023097,334.5560670481657,334.5295989105164,334.50293879108796,334.47616989884307,334.44936122175744,334.4225699585011
334.70032087712264,334.67299895061427,334.64554644225336,334.6180457541798,334.59056578907183,334.5631638179241,334.5358871959123,334.5087748933238,334.4818588327073
334.7705530586618,334.7411812918852,334.7120914061584,334.6833052513292,334.6548419510064,334.6267175454485,334.59894500605463,334.57153444401865,334.5444934079443
334.8433634384718,334.812010517069,334.7813366979325,334.7513056939429,334.72188886562225,334.6930626843157,334.6648070931809,334.6371044420632,334.60993879182143
334.9182305939364,334.88496542370814,334.8527616664099,334.82152718240104,334.7911874625336,334.7616809734245,334.7329559188321,334.7049679483438,334.67767851000525
334.99465331945487,334.9595449464706,334.9258656007152,334.8934694975016,334.86223807981884,334.83207331639056,334.8028929205875,334.7746268800295,334.74721489654155
335.0721501834344,335.03526774937836,335.000167409049,334.9666518928964,334.9345603743848,334.9037597962213,334.87413860562884,334.84560215162026,334.8180692498337
335.1502592263126,335.111671943147,335.0752053835508,335.0406129224963,335.00769321443954,334.9762796254872,334.9462325446418,334.9174336952255,334.88978186125064
335.2285377386005,335.18831487384847,335.150537015112,335.11491028974734,335.0811945646807,335.049191063407,335.01873331312015,334.9896804165008,334.96191197571625
335.30656208540654,335.26477295328436,335.22573883816045,335.18912071142563,335.15464136992216,335.1220713171127,335.0912184060386,335.0619201174466,335.0340377171192
335.3839275589654,335.3406415147419,335.30040629437,335.26283979184467,335.22762944026414,335.1945164365796,335.16328414021876,335.1337494032946,335.10575599667993
335.460248248984,335.41553468512217,335.3741536091843,335.33568190518565,335.29977333949125,335.2661412084374,335.23454555227306,335.2047835829809,335.1766824142769
335.53515692517186,335.48908526845753,335.4466136777685,335.40728008466743,335.3707062776127,335.33657905152006,335.3046362964652,335.2746565684339,335.24645115823995
335.6083049288404,335.56094463805897,335.5174379585095,335.477285917838,335.44008000803115,335.4054819157217,335.37320854486626,335.3430207755485,335.314714906636
335.67936207183936,335.63078263575864,335.58629637301453,335.54536944757547,335.50756472959944,335.47252018500456,335.43993289110796,335.4095470284192,335.38114473170515
335.7480165418637,335.69828747738893,335.6528772120169,335.6112190785607,335.5728489936941,335.53738258502034,335.50449825843816,335.47392446768725,335.4454300083486
335.8139748135885,335.7631656640157,335.7168870468524,335.6745414890803,335.63563961636595,335.59977609558274,335.566611812457,335.5358604634636,335.5072783271574
335.87696156532036,335.82514189864634,335.7780506463102,335.73506154806984,335.69566159559173,335.65942586811536,335.62599887873205,335.5950805330704,335.5664154122375
335.9367196009834,335.88395900825145,335.83611089874086,335.79252223733937,335.75265803362925,335.71607514813445,335.68240286539225,335.65132826372724,335.62258504396664
335.9930097773338,335.93937787100003,335.89082873934643,335.846684578939,335.80639006446887,335.7694852027854,335.735585190746,335.70436524024126,335.67554898674524
336.04561093633237,335.99117734864666,335.9419830826042,335.8973275676349,335.85663678636917,335.8194352534419,335.7853252159418,335.75397097772577,335.72508692176996
336.0943198426299,336.03915422402713,335.9893707597885,335.9442481084683,335.90319519946127,335.86572241335887,335.8314201826713,335.7999428593538,335.77099638483514
336.1389511261335,336.08312314363275,336.032806461565,335.98726095937946,335.94588014840747,335.9081616303709,335.8736851559101,335.84209607914164,335.8130927091619
336.1793372296299,336.12291656523934,336.0721226856355,336.0261986788757,335.9845242700993,335.9465856346235,335.9119529716849,335.8802635897551,335.85120897324316
336.2153283614456,336.1583847105725,336.1071696894169,336.06091157872964,336.0189779463806,335.98084489132464,335.9460741898571,335.91429605532676,335.88519595369746
336.246792453129,336.18939552299395,336.13781544773803,336.09126768169386,336.0491092617826,336.0108075585052,335.9759170519108,335.94406180927416,335.91492208311877
336.2736151221406,336.2158346301953,336.1639456155434,336.1171526842178,336.0748039662599,336.0363594497761,336.001367443734,335.9694468171069,335.9402734129122
336.29569963954,336.2376053118882,336.18546349559097,336.13846992415847,336.09596544291634,336.0574040020725,336.0223288633837,335.9903546442152,335.9611535811059
336.3129669026607,336.25462847248156,336.20229001113637,336.1551403534743,336.1125146807121,336.0738622483763,336.03872239382554,336.0067064286279,335.9774837851309
336.32535541276417,336.2668426187375,336.2143636835941,336.1671025158949,336.12439025214377,336.0856727954093,336.0504866806413,336.01844085873614,335.98920275956016
336.332821257667,336.2742038424003,336.2216406151707,336.1743125295607,336.13154829589234,336.09279180628994,336.0575779146971,336.0255141559729,335.99626675880285
336.33533809933596,336.27668580779266,336.224094476464,336.17674407462624,336.1339625044324,336.09519298815036,336.05996981976756,336.02790006244686,335.9986495447456
336.33289716644816,336.27427974437614,336.2217164990254,336.17438838582564,336.1316241166011,336.09286758470904,336.05765364511353,336.0255898335245,335.996342379342
336.325507251913,336.26699444427356,336.2145154728828,336.16725424999623,336.1245419151226,336.08582437379675,336.05063816300975,336.01859223535996,335.9893540221429
336.3131947153559,336.25485626475285,336.2025177490237,336.155368008561,336.1127422290898,336.07408966983695,336.0389496712234,336.00693354737143,335.9777107327721
336.29600349056517,336.23790913567245,336.18576724683913,336.13877356496937,336.09626894140126,336.0577073312785,336.0226320004424,335.99065756966456,335.9614562783433
336.27399509790223,336.21621457189116,336.16432546653056,336.1175323970995,336.07518350115834,336.0367387729857,336.0017465266571,335.9698256354055,335.94065194582413
336.24724866168106,336.18985169064575,336.13827150648274,336.0917235746256,336.04956494102316,336.01126298358673,335.97637218849826,335.9445166281467,335.91537655934883
336.2158609325201,336.1589172339007,336.1077020856085,336.0614437813535,336.0195098995445,335.98137654778697,335.9466055095357,335.91482700410967,335.8857265024846
336.1799463146738,336.1235255956773,336.07273157067095,336.0268073425334,335.9851326484571,335.9471936736527,335.91256062554464,335.88087081943297,335.8518157454582
336.13963689835185,336.0838088543696,336.03349200859196,335.98794625715533,335.94656512496186,335.9088462248726,335.87436931674705,335.84277976238957,335.8137758773498
336.0950824970349,336.03991681005755,335.99013316375436,335.94501023523793,335.9039569689956,335.8664837580071,335.83218104503544,335.80070319058564,335.7717561432633
336.0464506897999,335.9920170268264,335.94282256031175,335.89816674012053,335.85747556550245,335.82027356473327,335.7861629961915,335.75480817314815,335.7259234864818
335.99392686866605,335.9402948801091,335.89174552951613,335.8476010357714,335.8073060917167,335.77040071909954,335.7365001271078,335.70527953791304,335.6764625956201
335.93771429097967,335.884953609064,335.83710526208034,335.79351623912555,335.75365156947055,335.7170681297999,335.6833952180256,335.65231992362396,335.62357595678316
335.87803413685657,335.82621437400957,335.77912286559126,335.7361333774684,335.6967329225416,335.6604965974798,335.62706892979844,335.59614983715204,335.5674839107419
335.8151255717071,335.7643163189389,335.71803742699694,335.67569145088305,335.6367890390536,335.60092487708755,335.56775986619147,335.5370077157448,335.5084247151327
335.74924581387853,335.6995166391461,335.6541060801946,335.6124474997835,335.57407683894553,335.5386097452772,335.50572464122075,335.47514999430535,335.4466546116819
335.68067020746275,335.6320906540112,335.5876040787552,335.5466766775579,335.5088713465245,335.4738260728696,335.44123795152944,335.4108511776944,335.38244789844555
335.6096923003429,335.56233188500875,335.5188248738391,335.478672328356,335.4414657681114,335.40686690236265,335.374592653778,335.3444039180245,335.31609700703257
335.536623927599,335.4905521390507,335.44808019738133,335.4087460700633,335.3721715747881,335.3380435304636,335.30609984699726,335.27611909687727,335.2479125847351
335.4617953004709,335.41708159734014,335.37570015067564,335.3372278825247,335.3013185902371,335.26768559557496,335.23608895978657,335.20632591230145,335.1782235814168
335.38555510122154,335.3422689100439,335.3020332985743,335.26446620111557,335.2292550836467,335.19614117009604,335.16490784213636,335.1353719703169,335.1073773408674
335.3082705845062,335.26648129732087,335.227446769675,335.19082801581345,335.15634786761166,335.12377685726534,335.0929228614484,335.0636233804075,335.03573969607766
335.2303276863217,335.1901046576602,335.1523263631521,335.1166989760346,335.0829824008776,335.0509778920325,335.0205190019621,334.99146485404304,334.9636950674233
335.152131142465,335.11354368523956,335.07707666339917,335.0424835016889,335.0095628956425,334.9781482450061,334.94809996613395,334.91929980447543,334.89164656190627
335.074104619979,335.0372219993803,335.00212116457845,334.96860490125107,334.93651242886165,334.9057107277281,334.8760882753101,334.8475504446,334.8200160700745
334.99669086786986,334.9615822916592,334.92790240884966,334.8955054982713,334.8642730565292,334.83410709607614,334.8049253648487,334.77665787704797,334.7492443544756
334.9203518984845,334.887086500742,334.8548821450885,334.8236467688589,334.7933059290358,334.7637981459645,334.73507166489,334.70708216592095,334.6797911184948
334.845569220217,334.81421603318245,334.7835415204025,334.7535094946711,334.7240914040833,334.6952637907263,334.66700665080265,334.63930237097816,334.61213503538323
334.7728441591464,334.74347206333016,334.7143813266831,334.68559393945213,334.6571291506153,334.62900310084154,334.6012288343588,334.5738165095762,334.5467737009795
334.7026983382417,334.6753759726585,334.6479223423325,334.6204200632655,334.59293823146095,334.56553427073794,334.5382556432451,334.5111413837674,334.48422344435636
334.63567444006935,334.6104700386273,334.58470584140684,334.55852779871475,334.5320571411073,334.505394448149,334.47862309425784,334.4518121601001,334.425018878413
334.57233748623173,334.5493185751158,334.525294399419,334.5004774290825,334.47504375205386,334.4491393075064,334.4228850897202,334.3963815013641,334.3697119803271
334.5132770725498,334.4925098980025,334.4702732240512,334.44685012792803,334.42247507425583,334.3973421483439,334.37161203180057,334.34541789563724,334.31887033217566
334.4591114114711,334.4406598144675,334.4202524022245,334.3982487278121,334.3749466226514,334.35059211151435,334.3253882133659,334.29950256679865,334.2730738834543
